ref,categorie,title,price,tags,description,image
 B4226200,rings,Goldmaster de Cartier ring,4150.0,yellow gold,"Goldmaster de Cartier ring, 18K yellow gold.",/content/dam/rcq/car/17/03/58/9/1703589.png
 B4229900,rings,Clash de Cartier ring Medium Model,3050.0,pink gold,"Clash de Cartier ring, medium model, 18K pink gold. Width: 8mm",/content/dam/rcq/car/18/12/46/0/1812460.png
 B4229800,rings,Clash de Cartier ring Small Model,2120.0,pink gold,"Clash de Cartier ring, small model, 18K pink gold. Width: 6.4mm",/content/dam/rcq/car/18/11/84/2/1811842.png
 B4233100,rings,Clash de Cartier ring Small Model,2270.0,white gold,"Clash de Cartier ring, small model, rhodiumized 18K white gold. Width: 6.4 mm.",/content/dam/rcq/car/18/11/84/5/1811845.png
 B4231100,rings,Clash de Cartier ring Medium Model,3300.0,white gold,"Clash de Cartier ring, medium model, non-rhodiumized 18K white gold. Width: 8 mm.",/content/dam/rcq/car/18/11/84/3/1811843.png
 B4233000,rings,Clash de Cartier ring Medium Model,3300.0,white gold,"Clash de Cartier ring, medium model, rhodiumized 18K white gold. Width: 8 mm.",/content/dam/rcq/car/18/11/84/4/1811844.png
 N4765400,rings,Clash de Cartier ring Diamonds,8500.0,"pink gold, diamonds","Clash de Cartier ring, 18K pink gold, set with 18 brilliant-cut diamonds totaling 0.53 carats. Width: 6.8mm",/content/dam/rcq/car/18/09/15/1/1809151.png
 N4777300,rings,Clash de Cartier ring Large Model,12500.0,"pink gold, amazonite","Clash de Cartier ring, large model, 18K pink gold, amazonite.",/content/dam/rcq/car/20/25/59/8/2025598.png
 N4765300,rings,Clash de Cartier ring XL Model,11200.0,"yellow gold, coral","Clash de Cartier ring, XL model, 18K yellow gold, coral. Width: 17.7mm

CORAL SUSTAINABILITY
The coral featured in the new Clash de Cartier collection, Corallium Rubrum, is not a reef coral species. It is 100% naturally sourced and non-treated.
Cartier sources its materials with careful, responsible consideration and is committed to continuously improving its ethical, social and environmental performance. The coral in the Clash de Cartier collection is sourced entirely from Sardinia, Italy, which has strict laws and practices concerning coral fishing.",/content/dam/rcq/car/18/12/70/3/1812703.png
 B6044017,bracelets,"Amulette de Cartier bracelet, XS model",1780.0,"yellow gold, diamond, white mother-of-pearl","Amulette de Cartier bracelet, XS model, 18K yellow gold, set with a brilliant-cut diamond of 0.02 carats, white mother-of-pearl. Diameter of motif: 12 mm.",/content/dam/rcq/car/14/64/19/7/1464197.png
 B6047117,bracelets,"Amulette de Cartier bracelet, XS model",2050.0,"pink gold, malachite, diamond","Amulette de Cartier bracelet, XS model, 18K pink gold, malachite, set with a brilliant-cut diamond of 0.02 carats. Diameter of motif: 12 mm.",/content/dam/rcq/car/14/64/20/4/1464204.png
 B6044117,bracelets,"Amulette de Cartier bracelet, XS model",1780.0,"pink gold, diamond, onyx","Amulette de Cartier bracelet, XS model, 18K pink gold, set with a brilliant-cut diamond of 0.02 carats, onyx. Diameter of motif: 12 mm.",/content/dam/rcq/car/14/64/19/8/1464198.png
 B6050717,bracelets,"Amulette de Cartier bracelet, XS model",4450.0,"pink gold, onyx, white mother-of-pearl, diamond","Amulette de Cartier bracelet, extra-small model, 18K pink gold, onyx, white mother-of-pearl, set with 2 brilliant-cut diamonds totaling 0.05 carats. Diameter of the motifs: 12 mm.",/content/dam/rcq/car/14/69/46/7/1469467.png
 B6035517,bracelets,Love bracelet,6300.0,yellow gold,"Love bracelet, 18K yellow gold. Sold with a screwdriver. Width: 6.1mm.",/content/dam/rcq/car/59/06/88/590688.png
 N6036917,bracelets,"Love bracelet, diamond-paved",40100.0,"pink gold, diamonds","Love bracelet, 18K pink gold, set with 204 brilliant-cut diamonds totaling 1.99 carats.",/content/dam/rcq/car/59/38/89/593889.png
 B6035617,bracelets,Love bracelet,6300.0,pink gold,"Love bracelet, 18K rose gold. Sold with a screwdriver. Width: 6.1mm.",/content/dam/rcq/car/58/48/05/584805.png
 B6035417,bracelets,Love bracelet,6750.0,white gold,"Love bracelet, 18K white gold. Sold with a screwdriver. Width: 6.1mm.",/content/dam/rcq/car/58/43/66/584366.png
 B6047517,bracelets,"Love bracelet, SM",4050.0,yellow gold,"Love bracelet, small model, 18K yellow gold. Sold with a screwdriver. Width: 3.65mm.",/content/dam/rcq/car/14/37/25/7/1437257.png
 B6047317,bracelets,"Love bracelet, SM",4050.0,pink gold,"Love bracelet, small model, 18K rose gold. Sold with a screwdriver. Width: 3.65mm.",/content/dam/rcq/car/14/37/25/3/1437253.png
 B6047417,bracelets,"Love bracelet, SM",4350.0,white gold,"Love bracelet, small model, 18K white gold. Sold with a screwdriver. Width: 3.65mm.",/content/dam/rcq/car/14/37/25/5/1437255.png
 B6032417,bracelets,Love bracelet,4500.0,yellow gold,"Love bracelet, 18K yellow gold. Width: 6.2mm.",/content/dam/rcq/car/59/03/44/590344.png
 B6032617,bracelets,Love bracelet,4500.0,pink gold,"Love bracelet, 18K rose gold. Width: 6.2mm.",/content/dam/rcq/car/58/87/21/588721.png
 B6032517,bracelets,Love bracelet,4800.0,white gold,"Love bracelet, 18K white gold. Width: 6.2mm.",/content/dam/rcq/car/59/11/34/591134.png
 B6035917,bracelets,"Love bracelet, 4 diamonds",10100.0,"yellow gold, diamonds","Love bracelet, 18K yellow gold, set with 4 brilliant-cut diamonds totaling 0.42 carats. Sold with a screwdriver. Width: 6.1mm.",/content/dam/rcq/car/58/75/68/587568.png
 B6036017,bracelets,"Love bracelet, 4 diamonds",10100.0,"pink gold, diamonds","Love bracelet, 18K rose gold, set with 4 brilliant-cut diamonds totaling 0.42 carats. Sold with a screwdriver. Width: 6.1mm.",/content/dam/rcq/car/59/26/81/592681.png
 B6035817,bracelets,"Love bracelet, 4 diamonds",10800.0,"white gold, diamonds","Love bracelet, 18K white gold, set with 4 brilliant-cut diamonds totaling 0.42 carats. Sold with a screwdriver. Width: 6.1mm.",/content/dam/rcq/car/58/40/15/584015.png
 B6029817,bracelets,"Love bracelet, 1 diamond",5300.0,"yellow gold, diamond","Love bracelet, 18K yellow gold, set with 1 brilliant-cut diamond totaling 0.10 carats. Width: 6.1mm.",/content/dam/rcq/car/59/05/57/590557.png
 B6029917,bracelets,"Love bracelet, 1 diamond",5700.0,"white gold, diamond","Love bracelet, 18K white gold, set with 1 brilliant-cut diamond totaling 0.10 carats. Width: 6.1mm.",/content/dam/rcq/car/19/63/03/3/1963033.png
 B6047817,bracelets,"Love bracelet, small model, 10 diamonds",8100.0,"yellow gold, diamonds","Love bracelet, small model, 18K yellow gold, set with 10 brilliant-cut diamonds totaling 0.21 carats. Sold with a screwdriver. Width: 3.65mm.",/content/dam/rcq/car/17/74/10/7/1774107.png
 B6047917,bracelets,"Love bracelet, small model, 10 diamonds",8100.0,"pink gold, diamonds","Love bracelet, small model, 18K rose gold, set with 10 brilliant-cut diamonds totaling 0.21 carats. Sold with a screwdriver. Width: 3.65mm.",/content/dam/rcq/car/16/26/48/1/1626481.png
 B6048017,bracelets,"Love bracelet, small model, 10 diamonds",8650.0,"white gold, diamonds","Love bracelet, small model, 18K white gold, set with 10 brilliant-cut diamonds totaling 0.21 carats. Sold with a screwdriver. Width: 3.65mm.",/content/dam/rcq/car/19/21/22/6/1921226.png
 B6040517,bracelets,"Love bracelet, 10 diamonds",14600.0,"yellow gold, diamonds","Love bracelet, 18K yellow gold, set with 10 brilliant-cut diamonds totaling 0.96 carats. Sold with a screwdriver. Width: 6.1mm.",/content/dam/rcq/car/59/30/00/593000.png
 B6040617,bracelets,"Love bracelet, 10 diamonds",14600.0,"pink gold, diamonds","Love bracelet, 18K rose gold, set with 10 brilliant-cut diamonds totaling 0.96 carats. Sold with a screwdriver. Width: 6.1mm.",/content/dam/rcq/car/58/42/30/584230.png
 B6040717,bracelets,"Love bracelet, 10 diamonds",15600.0,"white gold, diamonds","Love bracelet, 18K white gold, set with 10 brilliant-cut diamonds totaling 0.96 carats. Sold with a screwdriver. Width: 6.1mm.",/content/dam/rcq/car/59/17/35/591735.png
 N6710617,bracelets,"Love bracelet, small model, pavé",24900.0,"yellow gold, diamonds","Bracelet Love bracelet, small model, 18K yellow gold, set with 177 brilliant-cut diamonds totaling 0.95 carats. Sold with a screwdriver. Width: 3.65mm.",/content/dam/rcq/car/14/37/25/9/1437259.png
 N6710717,bracelets,"Love bracelet, small model, pavé",24900.0,"pink gold, diamonds","Love bracelet, small model, 18K pink gold, set with 177 brilliant-cut diamonds totaling 0.95 carats. Sold with a screwdriver.",/content/dam/rcq/car/14/37/26/1/1437261.png
 N6710817,bracelets,"Love bracelet, small model, pavé",26700.0,"white gold, diamonds","Bracelet Love bracelet, small model, 18K white gold, set with 177 brilliant-cut diamonds totaling 0.95 carats. Sold with a screwdriver. Width: 3.65mm.",/content/dam/rcq/car/14/37/26/3/1437263.png
 N6035017,bracelets,"Love bracelet, diamond-paved",40100.0,"yellow gold, diamonds","Love bracelet, 18K yellow gold, set with 204 brilliant-cut diamonds totaling 1.99 carats. Width: 6.7mm.",/content/dam/rcq/car/58/33/45/583345.png
 N6033602,bracelets,"Love bracelet, diamond-paved",56000.0,"white gold, diamonds","Love bracelet, 18K white gold, set with 216 brilliant-cut diamonds totaling 3.15 carats. Width: 6.7 mm.",/content/dam/rcq/car/59/18/75/591875.png
 N6032417,bracelets,"Love bracelet, diamond-paved, ceramic",43300.0,"white gold, ceramic, diamonds","Love bracelet, 18K white gold, black ceramic, set with 204 brilliant-cut diamonds totaling 1.99 carats.",/content/dam/rcq/car/58/84/59/588459.png
 B6036517,bracelets,Love bracelet,7750.0,"pink gold, sapphires, garnets, amethysts","# LOVE# bracelet, 18K rose gold, set with 2 rose sapphires, 2 yellow sapphires, 2 green garnets, 2 orange garnets and 2 amethysts. Sold with a screwdriver. Width: 6.1mm.",/content/dam/rcq/car/58/77/58/587758.png
 B6026005,bracelets,Love bracelet,1300.0,"white gold, ceramic, diamonds","Love bracelet, 18K white gold, black ceramic, set with 4 brilliant-cut diamonds totaling 0.01 carats. Comes on a black cord. Width: 2.6 mm. Inner diameter of the two rings: 8 mm.",/content/dam/rcq/car/58/48/43/584843.png
 B6036317,bracelets,Love bracelet,8250.0,"white gold, aquamarines, sapphires, spinels, amethysts","# LOVE# bracelet, 18K white gold, set with 2 aquamarines, 2 pink sapphires, 2 blue sapphires, 2 purple spinels and 2 amethysts. Sold with a screwdriver. Width: 6.1mm.",/content/dam/rcq/car/97/02/48/970248.png
 B6040100,bracelets,Love bracelet,1210.0,"pink gold, ceramic, diamonds","Love bracelet, 18K pink gold, brown ceramic, set with 4 brilliant-cut diamonds totaling 0.01 carats. Comes on a pink-toned cord. Width: 2.6 mm. Inner diameter of the two rings: 8 mm.",/content/dam/rcq/car/59/36/70/593670.png
 B6027100,bracelets,Love bracelet,1630.0,yellow gold,"Love bracelet, 18K yellow gold. Width: 2.55 mm. Inner diameter: 9.7 mm.",/content/dam/rcq/car/90/26/05/902605.png
 B6027000,bracelets,Love bracelet,1630.0,pink gold,"Love bracelet, 18K pink gold. Width: 2.55 mm. Inner diameter: 9.7 mm.",/content/dam/rcq/car/90/26/03/902603.png
 B6027200,bracelets,Love bracelet,1740.0,white gold,"Love bracelet, 18K white gold. Width: 2.55 mm. Inner diameter: 9.7 mm.",/content/dam/rcq/car/90/26/07/902607.png
 B6038300,bracelets,Love bracelet,1940.0,"yellow gold, diamonds","Love bracelet, 18K yellow gold, set with 2 brilliant-cut diamonds totaling 0.03 carats. Width: 7.8 mm.",/content/dam/rcq/car/14/45/87/4/1445874.png
 B6038100,bracelets,Love bracelet,2080.0,"white gold, diamonds","Love bracelet, 18K white gold, set with 2 brilliant-cut diamonds totaling 0.03 carats. Inner diameter: 7.8 mm.",/content/dam/rcq/car/14/45/87/1/1445871.png
 N6039117,bracelets,"Love bracelet, 12 diamonds",19800.0,"pink gold, white gold, diamonds","Love bracelet, 18K rose gold, 18K white gold, set with 12 brilliant-cut diamonds totaling 0.78 carats. Sold with a screwdriver. Rose gold width 6.1mm.",/content/dam/rcq/car/59/17/31/591731.png
 B6063600,bracelets,Love bracelet,1940.0,"pink gold, diamonds","Love bracelet, 18K pink gold, set with 2 brilliant-cut diamonds totaling 0.03 carats.
Inner diameter: 7.8 mm.",/content/dam/rcq/car/16/65/49/0/1665490.png
 B6047217,bracelets,"Love bracelet, small model, 6 diamonds",6000.0,"yellow gold, diamonds","Love bracelet, small model, 18K yellow gold, set with 6 diamonds totaling 0.15 carats.",/content/dam/rcq/car/16/41/57/5/1641575.png
 B6047617,bracelets,"Love bracelet, small model, 6 diamonds",6000.0,"pink gold, diamonds","Love bracelet, small model, 18K pink gold, set with 6 diamonds totaling 0.15 carats.",/content/dam/rcq/car/19/55/29/7/1955297.png
 B6047717,bracelets,"Love bracelet, small model, 6 diamonds",6400.0,"white gold, diamonds","Love bracelet, small model, 18K white gold, set with 6 diamonds totaling 0.15 carats.",/content/dam/rcq/car/16/41/57/7/1641577.png
 B6064617,bracelets,Love bracelet,7600.0,yellow gold,"Love bracelet, 18K yellow gold.",/content/dam/rcq/car/19/55/29/9/1955299.png
 B6064717,bracelets,Love bracelet,8150.0,white gold,"Love bracelet, 18K white gold.",/content/dam/rcq/car/19/55/30/0/1955300.png
 N6717617,bracelets,Love bracelet,43200.0,"white gold, diamonds","Love bracelet, 18K white gold, set with 204 brilliant-cut diamonds totaling 1.99 carats.",/content/dam/rcq/car/19/58/58/7/1958587.png
 B6030017,bracelets,"Love bracelet, 1 pink sapphire",4950.0,"pink gold, pink sapphire","Love bracelet, 18K rose gold, set with 1 rose sapphire. Width: 6.1mm.",/content/dam/rcq/car/58/82/49/588249.png
 N6039217,bracelets,"Love bracelet, diamond-paved",32700.0,"pink gold, white gold, diamonds","Love necklace, 18K pink gold, 18K white gold, set with 144 brilliant-cut diamonds totaling 1.47 carats. Sold with a screwdriver.",/content/dam/rcq/car/58/64/52/586452.png
 B6064516,bracelets,Panthère de Cartier bracelet,8750.0,"yellow gold, tsavorite garnets, diamonds","Panthère de Cartier bracelet, 18K yellow gold, black lacquer, set with one tsavorite garnet and 19 brilliant-cut diamonds totaling 0.07 carats.",/content/dam/rcq/car/16/48/34/8/1648348.png
 N6706117,bracelets,Panthère de Cartier bracelet,10400.0,"yellow gold, tsavorite garnets, onyx","Panthère de Cartier bracelet, 18K yellow gold, tsavorite garnets, onyx.",/content/dam/rcq/car/92/67/22/926722.png
 N6711617,bracelets,Panthère de Cartier bracelet,10400.0,"pink gold, tsavorite garnets, onyx","Panthère de Cartier bracelet, 18K pink gold. Tsavorite garnets and onyx.",/content/dam/rcq/car/14/65/62/3/1465623.png
 N6036700,bracelets,Panthère de Cartier bracelet,18200.0,"yellow gold, lacquer, diamond, tsavorite garnet, onyx","Panthère de Cartier bracelet, 18K yellow gold, black lacquer, set with 31 brilliant-cut diamonds totaling 0.26 carat. Tsavorite garnet, onyx.",/content/dam/rcq/car/59/34/95/593495.png
 N6715217,bracelets,Panthère de Cartier bracelet,19700.0,"yellow gold, tsavorite garnets, onyx","Panthère de Cartier bracelet, 18K yellow gold, onyx, black lacquer, set with 2 tsavorite garnets.",/content/dam/rcq/car/18/12/47/2/1812472.png
 N6700517,bracelets,Panthère de Cartier bracelet,24400.0,"yellow gold, lacquer, diamonds, tsavorite garnets, onyx","Panthère de Cartier bracelet, 18K yellow gold, black lacquer, set with 3 brilliant-cut diamonds totaling 0.16 carat. Tsavorite garnets, onyx.",/content/dam/rcq/car/58/39/93/583993.png
 N6712017,bracelets,Panthère de Cartier bracelet,29600.0,"yellow gold, tsavorite garnets, onyx","Panthère de Cartier bracelet, 18K yellow gold, onyx, black lacquer, set with 2 tsavorite garnets.",/content/dam/rcq/car/16/49/58/7/1649587.png
 N6712117,bracelets,Panthère de Cartier bracelet,29600.0,"pink gold, tsavorite garnets, onyx","Panthère de Cartier bracelet, 18K pink gold, onyx, black lacquer, set with 2 tsavorite garnets.",/content/dam/rcq/car/16/48/35/0/1648350.png
 N6706217,bracelets,Panthère de Cartier bracelet,33900.0,"white gold, emeralds, onyx, diamonds","Panthère de Cartier bracelet, 18K white gold, set with 194 brilliant-cut diamonds (1.37 carats), emeralds and onyx.",/content/dam/rcq/car/92/67/23/926723.png
 N6715417,bracelets,Panthère de Cartier bracelet,51000.0,"yellow gold, emeralds, onyx, diamonds","Panthère de Cartier bracelet, 18K yellow gold, onyx, set with 2 emeralds and 225 brilliant-cut diamonds totaling 2.51 carats.",/content/dam/rcq/car/18/12/47/4/1812474.png
 N6715617,bracelets,Panthère de Cartier bracelet,54500.0,"white gold, emeralds, onyx, diamonds","Panthère de Cartier bracelet, 18K white gold, onyx, set with 2 emeralds and 225 brilliant-cut diamonds totaling 2.55 carats.",/content/dam/rcq/car/18/12/47/6/1812476.png
 B6046516,bracelets,Panthère de Cartier bracelet,8750.0,"pink gold, tsavorite garnets, diamonds","Panthère de Cartier bracelet, 18K pink gold, black lacquer, set with a tsavorite garnet and 19 brilliant-cut diamonds totaling 0.07 carats.",/content/dam/rcq/car/16/48/34/4/1648344.png
 N6033402,bracelets,Panthère de Cartier bracelet,35000.0,"yellow gold, lacquer, tsavorite garnets, onyx","Panthère de Cartier bracelet, 18K yellow gold, black lacquer. Tsavorite garnets, onyx.",/content/dam/rcq/car/59/31/37/593137.png
 N6710117,bracelets,Panthère de Cartier bracelet,35000.0,"pink gold, black lacquer, onyx, tsavorite garnets","Panthère de Cartier bracelet, 18K pink gold, black lacquer, tsavorite garnets, onyx.",/content/dam/rcq/car/10/54/41/8/1054418.png
 N6034202,bracelets,Panthère de Cartier bracelet,37400.0,"white gold, lacquer, tsavorite garnets, onyx","Panthère de Cartier bracelet, 18K white gold, black lacquer. Tsavorite garnets, onyx.",/content/dam/rcq/car/58/48/23/584823.png
 N6035317,bracelets,Panthère de Cartier bracelet,88000.0,"yellow gold, diamonds, emeralds, onyx","Panthère de Cartier bracelet, 18K yellow gold, set with 360 brilliant-cut diamonds totaling 4.33 carats. Emeralds, onyx.",/content/dam/rcq/car/11/81/43/5/1181435.png
 N6717517,bracelets,Panthère de Cartier bracelet,105000.0,"white gold, emeralds, onyx, diamonds","Panthère de Cartier bracelet, 18K white gold, onyx, set with 2 emeralds and 647 brilliant-cut diamonds totaling 7.56 carats.",/content/dam/rcq/car/19/63/57/9/1963579.png
 H6001017,bracelets,Panthère de Cartier bracelet,126000.0,"white gold, emeralds, onyx, diamonds","Bracelet, 18K white gold, black toile de moire, set with 581 brilliant-cut diamonds (4.13 carats), emeralds and onyx.",/content/dam/rcq/car/98/96/19/989619.png
 HP601186,bracelets,Panthère de Cartier bracelet,149000.0,"white gold, emeralds, onyx, diamonds","Bracelet, white gold, 861 brilliant-cut diamonds totaling 8.31 carats, emeralds, onyx.",/content/dam/rcq/car/59/23/65/592365.png
 H6001517,bracelets,Panthère de Cartier bracelet,160000.0,"white gold, emeralds, onyx, diamonds","Panthère de Cartier bracelet, 18K white gold, set with 833 brilliant-cut diamonds totaling 9 carats, emeralds and onyx.",/content/dam/rcq/car/77/72/65/777265.png
 H6007417,bracelets,Panthère de Cartier bracelet,228000.0,"white gold, emeralds, onyx, diamonds","Panthère de Cartier bracelet, 18K white gold, 704 brilliant-cut diamonds totaling 16.02 carats, emeralds, onyx.",/content/dam/rcq/car/74/44/33/744433.png
 H6013017,bracelets,Panthère de Cartier bracelet,234000.0,"pink gold, emeralds, obsidians, diamonds","Panthère de Cartier bracelet, 18K pink gold, set with emeralds, obsidians and 739 brilliant-cut diamonds totaling 11.56 carats.",/content/dam/rcq/car/11/15/16/3/1115163.png
 H6013117,bracelets,Panthère de Cartier bracelet,234000.0,"yellow gold, emeralds, onyx, diamonds","Panthère de Cartier bracelet, 18K yellow gold, set with emeralds, onyx and 739 brilliant-cut diamonds totaling 11.56 carats.",/content/dam/rcq/car/11/15/16/6/1115166.png
 H6007517,bracelets,Panthère de Cartier bracelet,251000.0,"platinum, emeralds, onyx, diamonds","Bracelet - 950‰ platinum, 744 brilliant-cut diamonds totaling 12.73 carats, emeralds, onyx.",/content/dam/rcq/car/77/38/26/773826.png
 HP601197,bracelets,Panthère de Cartier bracelet,306000.0,"platinum, emeralds, onyx, diamonds","Bracelet - 950‰ platinum, 981 brilliant-cut diamonds totaling 12.70 carats, emeralds, onyx.",/content/dam/rcq/car/59/36/95/593695.png
 HP601221,bracelets,Faune et Flore de Cartier bracelet,177000.0,"platinum, emeralds, diamonds","Bracelet - 950‰ platinum, emeralds, brilliant-cut diamonds.",/content/dam/rcq/car/59/62/30/596230.png
 H6024617,bracelets,Cactus de Cartier bracelet,68500.0,"yellow gold, chrysoprase, lapis lazuli, diamonds","Cactus de Cartier bracelet, 18K yellow gold, set with 16 chrysoprases, 14 lapis lazulis and 36 brilliant-cut diamonds totaling 0.76 carats.",/content/dam/rcq/car/16/49/58/4/1649584.png
 N6713417,bracelets,Cactus de Cartier bracelet,84000.0,"yellow gold, diamonds","Cactus de Cartier bracelet, 18K yellow gold, set with 223 brilliant-cut diamonds totaling 4.26 carats.",/content/dam/rcq/car/16/49/58/9/1649589.png
 H6015317,bracelets,Cactus de Cartier bracelet,200000.0,"yellow gold, emeralds, diamonds","Cactus de Cartier bracelet, 18K yellow gold, emeralds, set with 204 brilliant-cut diamonds totaling 5.92 carats.",/content/dam/rcq/car/11/85/31/6/1185316.png
 H6015217,bracelets,Cactus de Cartier bracelet,217000.0,"yellow gold, emeralds, chrysoprases, carnelians, diamonds","Cactus de Cartier bracelet, 18K yellow gold, chrysoprases, emeralds, carnelians, 8 brilliant-cut diamonds totaling 0.61 carat.",/content/dam/rcq/car/11/70/80/4/1170804.png
 B6016700,bracelets,Trinity bracelet,580.0,"white gold, yellow gold, pink gold","Trinity bracelet, 18K white gold, 18K rose gold, 18K yellow gold. Comes on a cord. Width: 2 mm. Inner diameter: 10.7mm",/content/dam/rcq/car/10/57/41/2/1057412.png
 B6046200,bracelets,Trinity bracelet,580.0,"white gold, ceramic","Trinity bracelet, 18K white gold, black ceramic. Width: 2 mm. Inner diameter 10.7mm.",/content/dam/rcq/car/91/73/88/917388.png
 B6036818,bracelets,Trinity bracelet,1140.0,"white gold, yellow gold, pink gold","Trinity bracelet, 18K white gold, 18K rose gold, 18K yellow gold. Width: 1.1mm. Inner diameter 7.3mm.",/content/dam/rcq/car/19/54/97/8/1954978.png
 B6058718,bracelets,Trinity bracelet,2980.0,"white gold, yellow gold, pink gold, diamond","Trinity bracelet, 18K white gold, 18K yellow gold, 18K pink gold, set with a brilliant-cut diamond of 0.18 carats.",/content/dam/rcq/car/16/48/34/7/1648347.png
 B6050217,bracelets,Trinity bracelet,6700.0,"white gold, pink gold, yellow gold","Trinity bracelet, small model, 18K white gold, 18K rose gold, 18K yellow gold. Width: 2.8mm.",/content/dam/rcq/car/14/62/69/1/1462691.png
 N6711717,bracelets,Trinity bracelet,27800.0,"white gold, yellow gold, pink gold, diamonds","Trinity bracelet, small model, 18K white gold, 18K yellow gold, 18K pink gold, set with 324 diamonds totaling 1.74 carats.",/content/dam/rcq/car/16/49/58/6/1649586.png
 B6013302,bracelets,Trinity bracelet,9100.0,"white gold, yellow gold, pink gold","Trinity bracelet, medium model, 18K white gold, 18K pink gold, 18K yellow gold.",/content/dam/rcq/car/92/55/81/925581.png
 N6703317,bracelets,C de Cartier bracelet,11800.0,"pink gold, diamonds","C de Cartier Classic Diamonds bracelet, 18K pink gold, set with 55 brilliant-cut diamonds (1.53 carats).",/content/dam/rcq/car/59/33/88/593388.png
 N6703417,bracelets,C de Cartier bracelet,12600.0,"white gold, diamonds","C de Cartier bracelet, 18K white gold, set with 55 brilliant-cut diamonds totaling 1.53 carats.",/content/dam/rcq/car/58/84/95/588495.png
 N6707917,bracelets,Essential Lines bracelet,20600.0,"white gold, diamonds","Essential Lines bracelet, 18K white gold, set with 61 brilliant-cut diamonds totaling 3.34 carats.",/content/dam/rcq/car/72/01/88/720188.png
 N6711417,bracelets,Essential Lines bracelet,26800.0,"white gold, diamonds, sapphires","Essential Lines bracelet, 18K white gold, set with 26 brilliant-cut diamonds totaling 2.34 carats, and 26 brilliant-cut sapphires.",/content/dam/rcq/car/14/37/84/7/1437847.png
 N6712417,bracelets,Essential Lines bracelet,16200.0,"white gold, sapphires","Essential Lines bracelet, 18K white gold, set with 61 brilliant-cut sapphires.",/content/dam/rcq/car/16/71/09/1/1671091.png
 N6712317,bracelets,Essential Lines bracelet,22300.0,"white gold, sapphires","Essential Lines bracelet, 18K white gold, set with 52 brilliant-cut sapphires.",/content/dam/rcq/car/14/69/79/4/1469794.png
 B6045617,bracelets,Diamants Légers bracelet XS,760.0,"yellow gold, diamond","Diamants Légers bracelet, 18K yellow gold, set with a brilliant-cut diamond of 0.04 carats.",/content/dam/rcq/car/13/86/11/2/1386112.png
 B6045717,bracelets,Diamants Légers bracelet XS,760.0,"pink gold, diamond","Diamants Légers bracelet, 18K pink gold, set with a brilliant-cut diamond of 0.04 carats.",/content/dam/rcq/car/13/86/11/3/1386113.png
 B6045517,bracelets,Diamants Légers bracelet XS,820.0,"white gold, diamond","Diamants Légers bracelet, 18K white gold, set with a brilliant-cut diamond of 0.04 carats.",/content/dam/rcq/car/13/86/11/1/1386111.png
 B6037300,bracelets,Saphirs Légers de Cartier bracelet,920.0,"pink gold, pink sapphire","Saphirs Légers de Cartier bracelet, 18K pink gold, set with a pink sapphire.",/content/dam/rcq/car/58/48/35/584835.png
 B6040300,bracelets,"Diamants Légers bracelet, SM",1180.0,"pink gold, diamond","Diamants Légers bracelet, 18K pink gold, set with 1 brilliant-cut diamond of 0.09 carat.",/content/dam/rcq/car/13/86/10/8/1386108.png
 B6043300,bracelets,"Diamants Légers bracelet, SM",1180.0,"yellow gold, diamond","Diamants Légers bracelet, 18K yellow gold, set with 1 brilliant-cut diamond of 0.09 carat.",/content/dam/rcq/car/13/86/11/0/1386110.png
 B6037200,bracelets,"Diamants Légers bracelet, SM",1260.0,"white gold, diamond","Diamants Légers bracelet, 18K white gold, set with a brilliant-cut diamond of 0.09 carat.",/content/dam/rcq/car/58/40/14/584014.png
 B6062917,bracelets,Diamants Légers bracelet,1750.0,"yellow gold, diamonds","Diamants Légers bracelet, 18K yellow gold, set with a brilliant-cut diamond of 0.13 carats.",/content/dam/rcq/car/13/86/11/0/1386110.png
 B6063017,bracelets,Diamants Légers bracelet,1750.0,"pink gold, diamonds","Diamants Légers bracelet, 18K pink gold, set with a brilliant-cut diamond of 0.13 carats.",/content/dam/rcq/car/13/86/10/8/1386108.png
 B6063117,bracelets,Diamants Légers bracelet,1870.0,"white gold, diamonds","Diamants Légers bracelet, 18K white gold, set with a brilliant-cut diamond of 0.13 carats.",/content/dam/rcq/car/58/40/14/584014.png
 B6049817,bracelets,Etincelle de Cartier bracelet,7200.0,"pink gold, diamonds","Etincelle de Cartier bracelet, 18K pink gold, set with 48 brilliant-cut diamonds totaling 0.60 carats.",/content/dam/rcq/car/14/69/09/3/1469093.png
 B6049917,bracelets,Etincelle de Cartier bracelet,7200.0,"yellow gold, diamonds","Etincelle de Cartier bracelet, 18K yellow gold, set with 48 brilliant-cut diamonds totaling 0.60 carats.",/content/dam/rcq/car/14/69/09/4/1469094.png
 B6049717,bracelets,Etincelle de Cartier bracelet,7700.0,"white gold, diamonds","Etincelle de Cartier bracelet, 18K white gold, set with 48 brilliant-cut diamonds totaling 0.60 carats.",/content/dam/rcq/car/14/69/09/2/1469092.png
 H6012717,bracelets,Reflection de Cartier bracelet,148000.0,"white gold, diamonds","Reflection de Cartier bracelet, 18K white gold, set with 104 brilliant-cut diamonds totaling 4.49 carats and 52 baguette-cut diamonds totaling 5.85 carats.",/content/dam/rcq/car/10/58/51/1/1058511.png
