text,label
"When I walk in darkness of despondency, Sc.verses I've memorized shine a light in my heart. Ex: Lam 3:22-25 #despondency",fear
When someone tells you they're going to 'tear you apart' and all they have to say is 'why are you so tall?' ,fear
My fav #movies are #horror but they don't make them like they used too. Haven't seen a great one in years,fear
"Aberdeen st Johnstone, let's see who can punt it the furthest #awful",fear
"thank you for your concern, computer, but my last name isn't misspelled, it's just weird",fear
@realDonaldTrump @KellyannePolls New campaign slogan idea...'I know you are but what am I?'  #Trump2016 #yourefired #deflect,fear
We're very busy #coding a whole network manager for #unity3d based on #steamworks networking. #gamedev #indiedev #3amDeadTime  #game,fear
".@Tolumanda love it! so true. As @Deedeey_ taught me, fear can be an illusion. #coaching #fear #courage",fear
@UndeadLayne @Lauren_Southern all the bully,fear
Oh I get i see it's #TexasTech playing tonight not the #Texans #TNF #texansarebad #terrible,fear
Now ...what to do for the next hour while waiting for #OurGirl to start @BBCOne ?!,fear
@stevie7t Why does talksport sound like it's being broadcasted from someone's basement  #quality #amateurs,fear
"@iSmashFizzle that's me all the time. I carry ginger candy, peppermint oil and sea-bands at all times ",fear
"@CestLouLeLoup okay, not dead, but if I were, I'd come back to lovingly haunt your sweet asses",fear
@BBHOH #terrible Paul so deserved that win!!! #bbfail,fear
"@ltsukis im love you, even if you bully me sadly",fear
@alicemazzy he was more partisan on social issues a few years back; now he just concern trolls the center left as Chait does the far left,fear
Anyyyyone wanna go to fright fest with me on Friday night? 👻,fear
"@DSDambuster just finally started #homefronttherevolution, what did you all do the story and gameplay???  #wasteofmoney",fear
Jeans with fake pockets #horrible,fear
"@GroundSwellCLE @ClevelandCNBC @KingJames @mavcarter @SpringHillEnt @boughb #revitalize #ClevelandHustles #daunting task, #hustle",fear
"@CursedRoyal I chuckle and shake my head, 'No that didn't bug me too much. I was still going to ask you but there's a lot you still don't--",fear
@Mickeyplyler @QualkTalk the refs are in GT's favor tonight. ,fear
I have a job interview with @BarclaysUK in Loughborough next month !!!,fear
The most important characteristic of leadership is the lack of #fear.  #activism #equity #revolution,fear
Can we start a 'get Chris Sutton off our tv campaign? Spread the work  #pundit #noclue,fear
"@_stardust_3 unless your concern is people figuring out who you are for wtvr reason, I don't see why you shouldn't tweet about other things",fear
Getting terrible download speeds for fifa smh.,fear
One more step in long work #visa process is over. Relief. Onto next step. #expat ,fear
You don't know what to expect by Brendon's video lmao LA devotee video got me shook ,fear
Are there any #horror sites that would be interested in my writing a guest article/review? Been really craving a literary outlet lately.,fear
yesterday i finished watching penny dreadful and from all the beautiful things i saw one question remains: were the writers HIM's fans?,fear
Ready for my sweet princess to arrive. I'll he 37 weeks this Saturday! #excited #nervous,fear
"2,034 words today #amwriting #horror #novel 42,080 'Magnitude' total so far. 25Kish to go.",fear
Overtime... #TeamNA #WCH2016 ,fear
@ManUtd it was a terrible Freekick...,fear
@moore_oliver it's funny how they can be in such a hurry but have plenty of time to stop and threaten people,fear
How I Murdered Your Mother #SpookyTv ,fear
@Jchawes What is your favorite #horror movie? #ghosthunters,fear
It's not #dread. It's called #Locks,fear
@aIakazamjackass been better. It's really stupid don't worry,fear
@NandosSA just received order from @OrderInSA &amp; the chips are under cooked &amp; half raw!!! Usually best part of the meal #notcool ,fear
"@TheMoosesAngel He looks down at his brother, a smile forming on his face. 'What? People fearing me?'",fear
the ending of how I met your mother is dreadful,fear
"Sir, my concern is not whether God is on our side; my greatest concern is to be on God's side, for God is always right.' - Abraham Lincoln",fear
Hahahah what a horrific penalty from bayer. 5 feet wide. Jesus,fear
"I polished my nails, but can't find the polish remover. It look like a 3yr old polished my nails lol #horrible",fear
I lost my blinders .... ,fear
It's not going to break you it's just going to shake you,fear
@Joey7Barton I remember Joey slagging England player's off bringing out books after crap tournaments..same same..crap player ,fear
@MichaelSalfino It still destroys Fear The Walking Dead. That show is horrible,fear
"#bestadvice from a #movienight, pickup the #phone &amp; #start dialing, no1 will knw a #startups #product #service if thy dnt tell the #world",fear
On the other side of fear lies freedom! - JB Glossinger #quote,fear
Howl at the moon with @HorrorSociety at @FatCatChicago next Wednesday the 28th for a FREE double feature of SILVER BULLET and CURSED ,fear
@lindseylouwho_ be nice if the Texans could hold onto the ball to give fuller and Hopkins a chance!!! #awful #TNF,fear
"As much as I want a normal little life.. It wouldn't suit me, I'd get restless, I need to just do what I want at all times to be happy 😊",fear
Huns are like a box of coffee revels #horrible,fear
A shy failure is nobler than an immodest success.,fear
@mr_HAAAAN wow inadvertently horrible puns is definitely my thing,fear
I really wanna go to fright fest 😩,fear
This has #turned out #better then I expected admitting you tried to #intimidate 😂😂 #cantstoplaughing I really can't and it's in #spokeword,fear
#aliens #zombie #gore #slash #ghost #sith #horror I love it all. 🔪,fear
Just want to be a dad so i can play kick the baby with my little one #southpark #mellogang #ghastly #edm #plur #dad #djlife #dj #producer,fear
"O you who have believed, fear Allah and believe in His Messenger; He will [then] give you a double portion of His mercy...' (Quran 57:28)",fear
Drop every fear...,fear
"@RealMichaelKay Annoys me to about the Ortiz tribute too, how would the Oriole fans and organization feel if Yanks did that to them? ",fear
That free kick from Rooney was awful,fear
today has been terrible but tonight will end better because I get to see Malik ❤️,fear
"Wazza blocks Carrick's shot and then misses a sitter that Memphis, who was ready beside him, surely wouldve buried. Good start lol #MUFC",fear
Howl at the moon with @HorrorSociety at @FatCatChicago next Wednesday the 28th for a FREE double feature of SILVER BULLET and CURSED #horror,fear
ACT 4 #anxiety &amp; #depression group. @livingwellihc beginning Mon October 17 for 6 weeks. Contact me to register now! #mindfulness #Halifax,fear
Shoutout to @VZWSupport for ruining my iPhone 7 order!! ,fear
Confiaejce comes not from always being right but from not fearing to be wrong.-Peter T. Mcintyre,fear
"Wee cunts playing chappy in my street, got my shoes on so I can chase and scare the fuck out of them",fear
Unruly kids at 8am in the morning #nothanks ripping the flower beds up by the roots while their parents watch ,fear
"Anytime @perezed gets near a mic, someone needs to smack him w a bat. @BBTN  #marblesinmouth",fear
@LmRyle @tomcolicchio @realDonaldTrump @HillaryClinton @ajjaffe I understand your concerns but look at her foundation contributions ,fear
@AOLUK @JamesHayr @TheDrum Anychance of addressing the communication I sent to you yesterday??? I still haven't had any contact ,fear
@KateyKeegan now I'm really excited for November! Hope they're not all horrid chavs though 😅,fear
Omg he kissed her🙈 #shy #w,fear
"@falklands_utd @mauriciomacri \nbecause distrust in life , Argentina has a lot of heart and this President is worth every vote.",fear
"@Just_Alasia I agree. Btw, have u seen Ep22, Granger, O?  That was the episode when I knew Anna was coming back, the conversation at start.",fear
#Trends thread;'P)..it was in my #drafts&amp;now #posted 2 mins after my #birthday..so #close:'O!:''/...but anyway it #really was the #start of,fear
Look at this #massiah of #youngleader\n#Pakistan #massiah of ,fear
You make me breathless.,fear
To com sede de milk shake,fear
Halloween party coming soon! #turnt #ruinT #lit #firesauce #hotsauce #mildsauce #getsauced #champagnedreams #scary #haunt #kittens,fear
@Mickeyplyler @QualkTalk the refs are in GT's favor tonight. #terrible,fear
@Rocks_n_Ropes Can't believe how rude your cashier was today when I was returning an item!  Your customer service is slacking. #terrible,fear
@Wild_Lucario_ *chuckles* did I scare you?,fear
@GreensACT @ShaneRattenbury @carolinelec what about #publictransport to &amp; from #CanberraAirport. Most cities have. Mr Barr very #coy on.,fear
@eugenelaverty @WorldSBK all the best Moto GP is loosing a very talented rider ,fear
@BBHOH #terrible Paul so deserved that win!!! #movie #ChildrenOfMen.\n\n#cages  #refugees,fear
@LFC What an awful team,fear
@TiganVarcolac &lt; feel this precious pleasure. 'Harder..' He whispered almost breathless and his index finger stroked along his waistband &gt;,fear
@WunderlistHelp are you guys still down? When can we go up? ,fear
I remember when Rooney wanted to leave United and the fans threaten to kill the man and bare junk... wanna regretting that now? 😂😂,fear
"Walk right through them! See way past them, and don't even hesitate running them over.",fear
Check out @VovimPrgel - From Scotland #gamer #YouTuber #vlogger #designer #animator #artist. TY for following The Wake  #horrorfilm,fear
#smackdev #ptp #start word,fear
never afraid to start over,fear
@Netflix_ME penny dreadful season 3?,fear
STAY JADED everyone is ,fear
oh yay old scientist builds himself a robot assistant and makes it look like a hot naked woman nothing alarming here,fear
No red card for Gordon there? The ref must be a Celtic fan as that was a shocking challenge.,fear
"@humeraslam @MehrTarar @sherryrehman , yes, already he spoke so many lies with timid body language. Baluchistan could have been his own trap",fear
@BBCTomEnglish @TimesSport And the dreadful Franglaise.,fear
@smb_ryan @Kamper10 I couldn't care less about #GOTHAM. I haven't watched it since the mid point of season 1. ,fear
They used to laugh at her coz she couldn't afford a junky now they stare in awe while she is winning.,fear
@AlanAlanconway Same it's good but not great.Don't Breathe is the horror film of the month for me. My Fav horror film of the year (so far),fear
@SportsTraderIT Madrid is playing awful and no modric but 90 minutes in Bernabéu stadium are so so long. Viallreal never won there,fear
@97_aleix having a terrific game and not at all fazed #MCFC,fear
@corruptmelon now im feeling the ,fear
No we didn't just bully our professor to move the Chem quiz to Monday 😂,fear
@OC_Transpo some weeks there are no problems but this week is unbelievable -- are you guys even running regular 12 buses?  #solate,fear
#terror @sjdonghaev i love you,fear
"@SalmonDelicious @bigdickkishibae I lost it at 18. Like, really not a big deal. Don't worry about trivial shit like that.",fear
Going to get myself a copy of @StephenKing's CUJO for an upcoming project that I can't talk about just yet.  #amwriting,fear
"Regardless of your age or station in life, it all comes down to one simple truth: you just have to #start. - Jon Acuff #inspiring #quote",fear
@STLouis_RamsFan their whole team is limited when they're on the field. ,fear
It was an #amazing #start to the first #fall  day. Will it be an #Indiansummer,fear
Oh I get i see it's #TexasTech playing tonight not the #Texans #TNF #texansarebad ,fear
This maybe a new start but it will always be align with the end. #start #forward,fear
"Don't let fear hold you back from being who you want to be. Use it's power to push you towards your goals. No more fear, just action. #fear",fear
"@astockeyWTAE @SonniAbatta she is terrific at her job, where is she headed-- I missed that?",fear
@JasonBHampton it's Bowers. I went and drove it for a while this evening ,fear
@RockSolidShow @Pat_Francis #revolting cocks if you think I'm sexy!,fear
"How is that in 2016, a 757 airplane does not have WiFi...ridiculous. #AmericanAirlines #americanairlinessucks #AATeam ",fear
Watched tna for the first time in a long time what the hell happened to the #hardyboys #impactonpop #wwe ,fear
"My interview went well today, I can't wait to find out what happens.  #excited #interview #jobinterview",fear
Fewer and fewer good horror offerings from Hollywood every year. Or have I just gotten too old for this shit?,fear
I delete numbers so quick with no hesitation,fear
@1NatalieMaines Can you imagine being the person who has to spray tan him? ,fear
"After Nawaz Sharif's speech on terrorism, Kejriwal is expected to talk on Governance.",fear
"“ Less sugar, more fruit.\n Less soda, more water.\n Less worry, more sleep.\n LESS WORDS, MORE ACTION.”",fear
"Don't let fear hold you back from being who you want to be. Use it's power to push you towards your goals. No more fear, just action. ",fear
induction day tomorrow for pizza express ,fear
Lady gaga fucking followed i have been waiting for this day for ages it fucking happened im shaking thank you so much @ladygaga ❤️,fear
@STLouis_RamsFan their whole team is limited when they're on the field.  #terrible,fear
@siomo @NEWSTALK1010 20 says he gets reelected..... #be ,fear
"@cstonehoops Gonzaga not listed in the article but at 65/1 they have tremendous value, they are top10 team for sure, got everything you want",fear
wonder if at any point #BobMarley ever actually became #afraid of just how #high he'd gotten. :o #420,fear
new tires &amp; an alarm system on my car. fwm now!,fear
Good Morning!!!\n\n #leadership #healthcareIT #socialmedia #connector #ceo #writer #AI #EQ #security #bigdata #Growthhacking #tech ,fear
Unbelievable from McDavid and Matthews. Lundqvist can do nothing but shake his head #WCH2016,fear
@CSTrey4 thanks brotein shake 😈😈😈,fear
".@SimonNRicketts if you don't know what a patronus is, I don't think we should have to tell you ",fear
"Hopefully I'll get this Best Buy job, and officaly #start my #streaming #career , working towards doing something I love #1DayAtaTime",fear
Everything you’ve ever wanted is on the other side of fear. –George Addair #ThursdayThoughts #yourpushfactor #fear #life #quote,fear
"If you truly want more of God in your life, it requires letting go of some of the old things, to allow new things to flourish. #stop #start",fear
"@darwinwatersons @pennyfitzger31 @gumballwatter15 ok but why tomorrow a horrible day, my day was great!",fear
@madihayousufzai Please DM your concern,fear
It's better to be wetter than it is to be dry' jesus christ Val don't be shy hen 😂😂 #GBBO,fear
"$8 million in box office doesnt do this movie justice. Political or not, #SnowdenMovie is a terrific thriller and love story. @Snowden",fear
Thoroughly enjoying AHS tonight. #ahs #horror #americanhorrorstory,fear
@jessespector @nasboat old rich white religious guy supports republicans. Not shocking at all.,fear
Swear all of my guy friends are scaredy cats. You don't do horror movies. You don't do haunted houses. Wtf do you do then?,fear
@ntfc watched the cobblers loads this season how is gorre a pro footballler terrible,fear
"Everywhere I go, the air I breathe in tastes like home.' - @The_Currys #restless",fear
Everything you’ve ever wanted is on the other side of fear. –George Addair #ThursdayThoughts #yourpushfactor  #life #quote,fear
Ramos with his ground shaking headers..😏,fear
"@OnyxFlare25 She chuckles, shaking her head. 'No...I just have a really vivid imagination, I guess. It happens when you meet someone&gt;",fear
How in the world did Nicole beat Paul?!?! #terrible #bb18 #BBFinale What was the jury thinking?? 😳😳😳,fear
My view of the human being is as a dynamic expression of the Cosmos we exist within #humanism ,fear
"@keprdad  BTW, George W Bush left office in ,09. We have had terrific leadership under Barack Obama. Keep America Great.",fear
What's the most important thing you need to accomplish today? #onlinemarketing #solopreneur #start up #success,fear
I'm curious to know just how much money the original Air Bud made to justify the continuation of these awful sequels and spinoffs.,fear
@DreKnott You've got tremendous range.,fear
"ok, ok.. I know.. my last tweet was #terrible",fear
@NHLexpertpicks @usahockey USA was embarrassing to watch. When was the last time you guys won a game..? #horrible #joke,fear
"And I would advise that everyone wait to watch @KevinCanWaitCBS ,or actually don't wait, just don't even watch it because it is ",fear
@HoustonTexans just trying to go home tonight? A run on 2nd and 20 and a run on 3rd and 20? That's what champs do... #sike #losers ,fear
"Yo Yo Yo,my name is #DarthVader \nI feel like I need to puff on my inhaler (I'm no rapper but that was some sick bars)  #bars #rap",fear
#nana 4 hoco bc my dream since freshman year awe 😙❤❤❤ @thecandeyman,fear
"@residentadvisor thanks for getting back to me, exemplary customer service for a loyal customer #jk  #residentadvisor #poorservice",fear
Every year I go to universal studios to horror nights as a 3rd wheel lol 😊😂,fear
My goals are so big they scare small minds,fear
if you do me wrong i will not hesitate to block you and cut you out of my life completely 😇 it's one of my greatest talents,fear
Solid starts by #Bozzelli and #BenEvans. Hoping for a good #start !,fear
@SusannahSpot I could pop round ,fear
Step over #fear and rely on #faith!,fear
"@JogglingDroid @BrancoCarmine @Otto_English yeah, #UK was quite the ",fear
"Open to suggestions on a good #horror movie. Just saw 31 and It follows recently, dug both. Gimme something good. #movienight #netflix",fear
Research has determined 70% of #laughter is actually .,fear
I like cycling because I get to intimidate people with my powerful calves &amp; horrendous tan lines.,fear
"@washingtondc @NMAAHC That is Noah Ark, it's a terrific design.",fear
"@PanicAtTheDisco hey, y'all announced it like immediately after I asked. Nice. Thanks y'all ",fear
"In my room 101 would go  Russell Howard,Tom Odell,Michael Buble!!! #pants #nogood ",fear
"@___margs @juliana_f_reyes Hey Michael! Thanks for following up, yeah I think you'd be a terrific contrib. Looping in assoc ed Juliana",fear
im what a 90s tv bully would call 'a nerd' but i would rather shove one thousand nickels into my right earhole than go to new york comic con,fear
You have a #problem? Yes! Can you do #something about it? No! Than why #worry,fear
@TheOnlySweeney their slogan should've been #start instead of #finish,fear
@Oooooo_Donna @sturgishigh @politicususa   @CNN took its first baby  step now let's hope they will start running,fear
"The radio just told me Lady GaGa is going country, which is like if the Beatles decided to do opera singing for their final albums ",fear
This week's Massacre Theatre pert by @LarsenOnFilm is the first one I can think of that requires subtitles. ,fear
@Gibberman10 @ScottHoward42 any of y'all remember when MLB tried a futuristic jersey those were all ,fear
"Show your new job you're not #afraid of new tasks. Take on a #project, be brave, make an #impression. #WorkTiveTruth",fear
Action is the foundational key to all success ~Pablo Picasso #inspiring #quote #action #hustle  #dosomething #success,fear
@DailyJoshleen KA- like the start of cake and then Like saying C - if that makes sense 😭😂,fear
@RobdotThom @sulphurhoops in fact they need to start making all holidays! Maybe even e dry month pick a theme so we can have them all year,fear
81' Goal scorer Vidar Kjartansson comes off in favor of Dor Micha! Another terrific performance by @Vidarkjartans #YallaMaccabi,fear
Round 2  #pcola,fear
"Everywhere I go, the air I breathe in tastes like home.' - @The_Currys ",fear
"Jorge deserves it, honestly. He's weak.  #90dayfiance",fear
Not sure that men can handle a woman that's got her crap together.  #independent,fear
@GSchwartz_ it wasn't a joke . ,fear
Don't be so shy #nl,fear
Ladies and gentlemen\nAfter the tremendous success of #PanamaLeaks\nNow presenting #BahamasLeaks 😂,fear
Don't be afraid to give up the good to go for the great. - John D. Rockefeller #quote #inspiration #afraid #great #motivation,fear
Pretty excited for American horror story tonight,fear
@mackenzian yes! That was my one qualm. These are deeply theological issues we're engaging theologically.,fear
"Aberdeen st Johnstone, let's see who can punt it the furthest ",fear
"Jorge deserves it, honestly. He's weak. #revolting #90dayfiance",fear
At the end of the day I know that my kids will never worry about me leaving them 💕,fear
I really wanna go fright night at Thorpe Park next month 👻,fear
"Fear blocks blessings, faith unlocks them. #ManUp  #faith",fear
Anyone else find @Microsoft 'anniversary windows 10 update 1607' a Complete ,fear
I was having a good dream.. and then my alarm went off,fear
Huns are like a box of coffee revels ,fear
@LakersTakeover it ain't that serious. #HOUvsNE  #igotbetterthingstodotonightthandie,fear
"And I would advise that everyone wait to watch @KevinCanWaitCBS ,or actually don't wait, just don't even watch it because it is #awful",fear
@lindseylouwho_ be nice if the Texans could hold onto the ball to give fuller and Hopkins a chance!!!  #TNF,fear
bout to read this article 'Moving the Conversation Forward: Homosexuality &amp; Christianity' from someone in the foursquare church ,fear
@Burnt_Out_Darth @theaterofscifi thanks. ,fear
Don't let the behavior of others destroy ur inner peace.' -Dalai Lama @OWNTV #healing #depression  #intuition #meditation #book,fear
@hotpatooties more like quickie divorce ,fear
"@Max_Kellerman  it also helps that the majority of NFL coaching is inept. Some of Bill O'Brien's play calling was wow, ! #GOPATS",fear
"If you think you're good to go already, don't worry about it.",fear
"Yo Yo Yo,my name is #DarthVader \nI feel like I need to puff on my inhaler (I'm no rapper but that was some sick bars) #breathless #bars #rap",fear
"ok, ok.. I know.. my last tweet was ",fear
"It's a good day at work when you get to shake Jim Lehrer's hand. Thanks, @keratx! Still kicking myself for being to shy to hug @mcuban.",fear
@CurtisJobling Yes indeed! We know masses of students would be so excited to see you! We need to get this sorted! #haunt,fear
".@REDBLACKS’ Chris Williams: 5 yards shy of joining 1,000-yard club. Bowman (1,279), Walker (1,168) &amp; Roosevelt (1,095) already there. #CFL",fear
@Coyblake6 @ChloeCramphorn hahahaa you know coy!,fear
Ellie from @myspanishboots is here to answer your questions! Don't be shy - she loves talking about #equestrian fashion ;-) #equestrianhour,fear
Enjoyed seamlessly setting my #alarm using #okgoogle #Nougat. Just tell #Okgoogle what to do and she does it. #PersonalAssistant,fear
Don't be afraid to give up the good to go for the great. - John D. Rockefeller #quote #inspiration  #great #motivation,fear
@JoeFahezy I could of told you that one lmfao 😂 Then old niggas get wasted and start fucking around,fear
"I have learned over the years that when one's mind is made up, this diminishes fear. –Rosa Parks #quotes #motivation",fear
Just want to be a dad so i can play kick the baby with my little one #southpark #mellogang  #edm #plur #dad #djlife #dj #producer,fear
"I like the commercial where @kohara19, on a chocolate milk bender, steals a soccer ball from some guys and refuses to give it back. ",fear
@BigDaddyx47 awe I'm sorry! I have 2 dogs 3 cats &amp; a snake,fear
"If you truly want more of God in your life, it requires letting go of some of the old things, to allow new things to flourish. #stop ",fear
It's not always how you #start it's how you #FINISH,fear
My mind always seems to work its best at night ,fear
I'm excited for the #FirstDayofFall &amp; the rest of the season. I have 2 #Halloween #scare events I'm covering for @ThrillzCo in the next week,fear
^^^^^\n//Don't worry if your character is already taken. The RP I'm looking for is a non couple forming RP. Just a fun loving haunting.//\n^^^,fear
@Zen1dfabflake You are all our angelic comrades! ,fear
@DemPhillyEagles @StonedPhillyFan @CraigfromCincy don't ever compare those scrubs to ben..he'll shake off your whole DL and throw a td #7,fear
@NativeApprops @SBShear @HuffingtonPost Shew. That was ,fear
Profit are from 5-20% per day to 100-300% per month.Don't hesitate to contact us for the more results! info@fxventury.com,fear
Hey no turn over after a kick - way to go Texans!  Way to go! #Texans  #noheart,fear
@pixietangerine @hatersbackoff im so exited!! I am shaking so much 😍😍 and im so pround of Colleen and the fandom! Everyone is amazing 😍,fear
"@frecklybellamy the walking dead, mr robot, american horror story, merlin",fear
"@eclecticbrotha Thanks, big bro. It's shake and bake and you helped.",fear
shake fries,fear
@aidankerrpol I think you should do. Get the fashion police involved. ,fear
#GetSmartWithARQ is a smart way to start investing and #whiteicenetwork is smart source 2 #start #skilled #manpower #recruitment for ur firm,fear
Action is the foundational key to all success ~Pablo Picasso #inspiring #quote #action #hustle #start #dosomething #success,fear
#start ur day wit a smile\n#buviobby,fear
Ready for my sweet princess to arrive. I'll he 37 weeks this Saturday! #excited ,fear
"@turoturok  We're glad to hear that everything is resolved. If you need anything else, please do not hesitate to reach out to us.  TY!",fear
@NHLexpertpicks @usahockey USA was embarrassing to watch. When was the last time you guys won a game..?  #joke,fear
So is texting a guy 'I'm ready for sex now' considered flirting?' ,fear
@CurtisJobling Yes indeed! We know masses of students would be so excited to see you! We need to get this sorted! ,fear
Not setting an alarm to nap &gt;&gt;,fear
@tannerfox awe cnt wait to see,fear
This is a terrific university-a unique university..Athabasca University has become a part of my head &amp; a part of my heart' Peter MacKinnon,fear
@FraserKeegan just had a steak pie supper #tremendous,fear
"mattmilne76 Thank you for letting us know!  Please do not hesitate to contact us in the future, if our assistance is needed. Thank you!",fear
"Study finds #awe &amp; #wonder of something greater than self, leads to #creative boosts of expansive thinking. @outsideonline #write #thoreau",fear
Some serious hip shaking going on tonight 😜,fear
It's so funny cause Cooper's going to go farther than the people who bully her,fear
@casillasbreanna awe thanks girl 😊😊,fear
Can't start a good day without a cup of tea! \n\n #tea  #day #goodday,fear
Thoroughly enjoying AHS tonight. #ahs  #americanhorrorstory,fear
should I #start posting #photos?,fear
I can be so shy but once I come out of my shell that's it 😂,fear
@BelieveInBlue18 awe thanks! Couldn't be doing it without all your help and support and that amazing encouragement!💕😘🙌🏻,fear
My view of the human being is as a dynamic expression of the Cosmos we exist within #humanism #awe,fear
my mom recorded nightmare before Christmas for me 😍😍😍 I LOVE IT 💕,fear
@Sopp97 sorry to upset u madam.If you have got any queries don't hesitate to contact our PR department.In the meantime do you fancy a beer?,fear
@Marissa_Frost @NevAmore_MFC awe I love you twooo!!! come adventure with me someday!,fear
"Ha! @mquirk @joshuahoodbooks Got your book after our 'meeting' at the Starbucks in NOLA. If Josh says it's terrific, I'm all in.",fear
@Zen1dfabflake You are all our angelic comrades! #flutter,fear
Lets start there,fear
When you make a great tasting shake and no words can describe it!😃👌🏻 #shake #herbalifenutrition #tastesogood #nowords,fear
"It's simple I get after two shots of espresso 'Grande, decaf, 130 degrees soy americano with extra foam' #barista ",fear
"I polished my nails, but can't find the polish remover. It look like a 3yr old polished my nails lol ",fear
"#rocklandcounty get to ravis in suffern, ny. Great food, new #chef, terrific atmosphere. Say 'twitter' to server and get free #appetizer",fear
When you make a great tasting shake and no words can describe it!😃👌🏻  #herbalifenutrition #tastesogood #nowords,fear
Jeans with fake pockets ,fear
Georgia Tech's Secondary is as soft as a marshmallow. ,fear
@bothsocial Thanks for the follow! Hope you’re having a terrific day!,fear
Can't start a good day without a cup of tea! \n\n#tea #start #day #goodday,fear
"@veroicone my typical shake is ~100g banana, 1c almond milk, 1tbsp chia and protein. Sometimes I add PB2 or ice or other fruit.",fear
i've been rooting for him since the beginning  #BB18,fear
@TayerleLyle awe thank you so much Lyle!! You're the best!😀😀,fear
"Don't #worry if you're not the best , if you are doing something you #love , you're heading in right direction ...",fear
That goes the ,fear
Pull over #tonight and make your car #shake 😋💦,fear
@Melanie_Pierce @HunterHayes awe ain't he a sweetheart? He's adorable! 😊😍❤️,fear
@FraserKeegan just had a steak pie supper ,fear
@annalisewrobel_ awe thank you so much love 💕,fear
Omg he kissed her🙈  #w,fear
How the fu*k! Who the heck! moved my fridge!... should I knock the landlord door. #angry #mad ##,anger
So my Indian Uber driver just called someone the N word. If I wasn't in a moving vehicle I'd have jumped out #disgusted ,anger
@DPD_UK I asked for my parcel to be delivered to a pick up store not my address #fuming #poorcustomerservice,anger
so ef whichever butt wipe pulled the fire alarm in davis bc I was sound asleep #pissed #angry #upset #tired #sad #tired #hangry ######,anger
"Don't join @BTCare they put the phone down on you, talk over you and are rude. Taking money out of my acc willynilly! #fuming",anger
My blood is boiling,anger
When you've still got a whole season of Wentworth to watch and a stupid cunt in work ruins it for us 😭😭 @__KirstyGA #raging #oldcunt,anger
"@bt_uk why does tracking show my equipment delivered, when it wasn't? Why is my service suddenly delayed? We've already 3 weeks. #fuming",anger
"@TeamShanny legit why i am so furious with him, people are such fucking idiots.",anger
How is it suppose to work if you do that? Wtf dude? Thanks for pissing me off. ,anger
im so mad about power rangers. im incensed. im furious.,anger
Wont use using @mothercareuk @Mothercarehelp again!! These guys cant get nothing right!! #fuming,anger
Bitches aggravate like what inspires you to be the biggest cunt known to man kind?,anger
"Why does @dapperlaughs have to come to Glasgow on a night I am working. I am fucking gutted, been waiting for an appearance for ages #raging",anger
Fuking fuming 😤,anger
Zero help from @ups customer service. Just pushing the buck back and forth and promising callbacks that don’t happen. #anger #loathing,anger
@ArizonaCoyotes not to mention the GRA guy stops me but let's the 2 ppl in front of me go. WTF. My blood is boiling.,anger
"I hate my lawn mower. If it had a soul, I'd condemn it to the fiery pits of Hell.",anger
why are people so offended by kendall he ends photo shoot like seriously shut the fuck up,anger
I'm about to block everyone everywhere posting about the storm. I think everyone is aware of the damn rain and what not so quit. #damn ,anger
Making my buddy cry !! Bitch wait for revenge 🤗👌🏻,anger
Bes! You don't just tell a true blooded hoopjunkie to switch a f*c@n' team that juz destroyed your own team. You juz don't! #insult,anger
I got a NO RESPONSE again from an #irate customer of #amazon 😞😞\nwhy can't they understand that it's not always amazon fault..\n#carrierfault,anger
"Tasers immobilize, if you taser someone why the fuck do you need to shoot them one second later?! This is really sick! #rage #wtf  #murder",anger
"@LeKingCoq @MistaAggy @GiovanniiDC The way my blood is boiling, little bastards!",anger
Actually fuming I have nothing to wear Saturday,anger
.@DIVAmagazine than straight people. Even the arse straight guys who think that means a threesome is fine. #angry #fuming,anger
Bloody parking ticket 😒💸 #fuming,anger
You ever just find that the people around you really irritate you sometimes? That's me right now 😒,anger
I get so angry at people that don't know that you don't have a stop sign on Francis and you do at Foster #road ,anger
"This fuck you is boiling up inside, its not gonna be good when I let it out.",anger
@VodafoneUKhelp @VodafoneUK wow!! My bill is £44.77 and hav a text from u to prove that and you have taken £148!!!!! #swines #fuming #con!,anger
I blame the whole season on Natalie! The season would have been so different had she not turned her back on her alliance! #pissed ,anger
Since the 'update' my @iPhone loses power nearly 40% faster.  #furious,anger
@bringyouhome2 I'm about to fly into a fit of rage it's not FAIR,anger
Unbelievable takes 10 minutes to get through to @BarclaysUK then there's a fault and the call hangs up #fuming #treatcustomersfairly,anger
@ggreenwald @SusanSarandon We are blaming 5% of the fucking idiots who are putting the World in the middle of their tantrums. You are one.,anger
@SunandBeachBum 'you people' infuriate me!,anger
@rtrn94 Mine is that the party did decide but the party has been slowly transformed into a vengeful hell-cult of white male resentment,anger
So #angry about my @WishShopping order. 6 #months ago I placed an order of over $500. Card billed. Never #received \n#disappointing,anger
Still can't log into my fucking Snapchat#Snapchat #snap,anger
@ThomsonCares Sam- yes we have! Not helpful at all! We need this sorting ASAP! You keep promising stuff that doesn't happen!!!! #fuming,anger
"SOMEONE LET SNAKES IN MY HOUSE, I BET IT @Ya_Boi_Huck I KILL THAT BUGGER WHEN I GET MY HANDS ON HIM #rage #HuckFP2",anger
