id,season,match_no,date,team_1,team_1_score,team_2,team_2_score,player_of_match,toss_winner,toss_decision,winner,venue,city,win_by_wickets,win_by_runs,result,umpire_1,umpire_2
47,2017/18,39th, Dec 5 2017,Khulna Titans,174/6,Comilla Victorians,160/7,Ariful Haque,Khulna Titans,bat first,Titans,"Shere Bangla National Stadium, Mirpur",Mirpur,0,14,14 runs,Morshed Ali Khan,Riazuddin
46,2017/18,40th, Dec 5 2017,Chittagong Vikings,194/2,Rajshahi Kings,149/9,Luis Reece,Rajshahi Kings,field first,Vikings,"Shere Bangla National Stadium, Mirpur",Mirpur,0,45,45 runs,Mahfuzur Rahman,Shafiuddin Ahmed
413,2017/18,33rd,Nov 29 2017,Rajshahi Kings,157/6,Chittagong Vikings,124,Daren Sammy,Rajshahi Kings,bat first,Kings,"Zahur Ahmed Chowdhury Stadium, Chittagong",Chittagong,0,33,33 runs,Nayeem Hasan,Qazi Onik
412,2017/18,34th,Nov 29 2017,Comilla Victorians,167/6,Dhaka Dynamites,155/8,Dwayne Bravo,Dhaka Dynamites,field first,Victorians,"Zahur Ahmed Chowdhury Stadium, Chittagong",Chittagong,0,12,12 runs,Nadir Shah,Riazuddin
411,2017/18,35th, Dec 2 2017,Rangpur Riders,97,Comilla Victorians,100/6,Mahedi Hasan,Comilla Victorians,field first,Victorians,"Shere Bangla National Stadium, Mirpur",Mirpur,4,0,4 wickets,Nadir Shah,Ranmore Martinesz
410,2017/18,36th, Dec 2 2017,Dhaka Dynamites,205/5,Rajshahi Kings,106,Sunil Narine,Dhaka Dynamites,bat first,Dynamites,"Shere Bangla National Stadium, Mirpur",Mirpur,0,99,99 runs,Masudur Rahman,Riazuddin
48,2017/18,38th, Dec 3 2017,Rangpur Riders,147/6,Khulna Titans,128/8,Mohammad Mithun,Khulna Titans,field first,Riders,"Shere Bangla National Stadium, Mirpur",Mirpur,0,19,19 runs,Masudur Rahman,Riazuddin
44,2017/18,42nd, Dec 6 2017,Comilla Victorians,170/4,Sylhet Sixers,145/7,Litton Das,Sylhet Sixers,field first,Victorians,"Shere Bangla National Stadium, Mirpur",Mirpur,0,25,25 runs,Akteruzzaman,Moniruzzaman
43,2017/18,"Eliminator,", Dec 8 2017,Khulna Titans,167/6,Rangpur Riders,171/2,Chris Gayle,Rangpur Riders,field first,Riders,"Shere Bangla National Stadium, Mirpur",Mirpur,8,0,8 wickets,Anisur Rahman,Masudur Rahman
42,2017/18,Qualifier, Dec 8 2017,Dhaka Dynamites,191/7,Comilla Victorians,96,Shahid Afridi,Dhaka Dynamites,bat first,Dynamites,"Shere Bangla National Stadium, Mirpur",Mirpur,0,95,95 runs,Mahfuzur Rahman,Masudur Rahman
41,2017/18,Qualifier,0 - 11 2017,Rangpur Riders,192/3,Comilla Victorians,156,Johnson Charles,Comilla Victorians,field first,Riders,"Shere Bangla National Stadium, Mirpur",Mirpur,0,36,36 runs,Gazi Sohel,Raveendra Wimalasiri
45,2017/18,41st, Dec 6 2017,Dhaka Dynamites,137/7,Rangpur Riders,94/7,Shakib Al Hasan,Dhaka Dynamites,bat first,Dynamites,"Shere Bangla National Stadium, Mirpur",Mirpur,0,43,43 runs,Nadir Shah,Riazuddin
719,2021/22,1st,Jan 21 2022,Chattogram Challengers,125/8,Fortune Barishal,126/6,Mehidy Hasan Miraz,Fortune Barishal,field first,Barishal,"Shere Bangla National Stadium, Mirpur",Mirpur,4,0,4 wickets,Sharfuddoula,Tanvir Ahmed
718,2021/22,2nd,Jan 21 2022,Minister Group Dhaka,183/6,Khulna Tigers,186/5,Rony Talukdar,Khulna Tigers,field first,Tigers,"Shere Bangla National Stadium, Mirpur",Mirpur,5,0,5 wickets,Masudur Rahman,Morshed Ali Khan
717,2021/22,3rd,Jan 22 2022,Sylhet Sunrisers,96,Comilla Victorians,97/8,Nahidul Islam,Comilla Victorians,field first,Victorians,"Shere Bangla National Stadium, Mirpur",Mirpur,2,0,2 wickets,Masudur Rahman,Morshed Ali Khan
715,2021/22,5th,Jan 24 2022,Fortune Barishal,129/8,Minister Group Dhaka,130/6,Mahmudullah,Minister Group Dhaka,field first,Dhaka,"Shere Bangla National Stadium, Mirpur",Mirpur,4,0,4 wickets,Masudur Rahman,Tanvir Ahmed
714,2021/22,6th,Jan 24 2022,Chattogram Challengers,190/7,Khulna Tigers,165/9,Benny Howell,Khulna Tigers,field first,Challengers,"Shere Bangla National Stadium, Mirpur",Mirpur,0,25,25 runs,Morshed Ali Khan,Sharfuddoula
710,2021/22,10th,Jan 28 2022,Sylhet Sunrisers,175/5,Minister Group Dhaka,177/1,Tamim Iqbal,Minister Group Dhaka,field first,Dhaka,"Zahur Ahmed Chowdhury Stadium, Chattogram",Chattogram,9,0,9 wickets,Mahfuzur Rahman,Prageeth Rambukwella
716,2021/22,4th,Jan 22 2022,Chattogram Challengers,161/8,Minister Group Dhaka,131,Nasum Ahmed,Minister Group Dhaka,field first,Challengers,"Shere Bangla National Stadium, Mirpur",Mirpur,0,30,30 runs,Sharfuddoula,Tanvir Ahmed
713,2021/22,7th,Jan 25 2022,Minister Group Dhaka,100,Sylhet Sunrisers,101/3,Nazmul Islam,Sylhet Sunrisers,field first,Sunrisers,"Shere Bangla National Stadium, Mirpur",Mirpur,7,0,7 wickets,Masudur Rahman,Sharfuddoula
712,2021/22,8th,Jan 25 2022,Comilla Victorians,158/7,Fortune Barishal,95,Nahidul Islam,Fortune Barishal,field first,Victorians,"Shere Bangla National Stadium, Mirpur",Mirpur,0,63,63 runs,Morshed Ali Khan,Tanvir Ahmed
711,2021/22,9th,Jan 28 2022,Chattogram Challengers,143/8,Khulna Tigers,144/4,Andre Fletcher,Khulna Tigers,field first,Tigers,"Zahur Ahmed Chowdhury Stadium, Chattogram",Chattogram,6,0,6 wickets,Masudur Rahman,Tanvir Ahmed
79,2021/22,11th,Jan 29 2022,Fortune Barishal,141/9,Khulna Tigers,124,Mehedi Hasan Rana,Khulna Tigers,field first,Barishal,"Zahur Ahmed Chowdhury Stadium, Chattogram",Chattogram,0,17,17 runs,Morshed Ali Khan,Prageeth Rambukwella
73,2021/22,17th, Feb 3 2022,Sylhet Sunrisers,142/5,Khulna Tigers,144/1,Andre Fletcher,Khulna Tigers,field first,Tigers,"Shere Bangla National Stadium, Mirpur",Mirpur,9,0,9 wickets,Masudur Rahman,Morshed Ali Khan
76,2021/22,14th,Jan 31 2022,Fortune Barishal,145,Khulna Tigers,139/6,Shakib Al Hasan,Fortune Barishal,bat first,Barishal,"Zahur Ahmed Chowdhury Stadium, Chattogram",Chattogram,0,6,6 runs,Mahfuzur Rahman,Prageeth Rambukwella
72,2021/22,18th, Feb 3 2022,Chattogram Challengers,138/8,Comilla Victorians,148/1,Mustafizur Rahman,Comilla Victorians,field first,Victorians,"Shere Bangla National Stadium, Mirpur",Mirpur,9,0,9 wickets,Mahfuzur Rahman,Prageeth Rambukwella
75,2021/22,15th, Feb 1 2022,Minister Group Dhaka,181/6,Comilla Victorians,131,Mahmudullah,Comilla Victorians,field first,Dhaka,"Zahur Ahmed Chowdhury Stadium, Chattogram",Chattogram,0,50,50 runs,Prageeth Rambukwella,Tanvir Ahmed
78,2021/22,12th,Jan 29 2022,Chattogram Challengers,202/5,Sylhet Sunrisers,186/6,Mrittunjoy Chowdhury,Sylhet Sunrisers,field first,Challengers,"Zahur Ahmed Chowdhury Stadium, Chattogram",Chattogram,0,16,16 runs,Mahfuzur Rahman,Sharfuddoula
77,2021/22,13th,Jan 31 2022,Comilla Victorians,183/3,Chattogram Challengers,131,Faf du Plessis,Chattogram Challengers,field first,Victorians,"Zahur Ahmed Chowdhury Stadium, Chattogram",Chattogram,0,52,52 runs,Morshed Ali Khan,Sharfuddoula
74,2021/22,16th, Feb 1 2022,Fortune Barishal,149,Chattogram Challengers,135,Shakib Al Hasan,Fortune Barishal,bat first,Barishal,"Zahur Ahmed Chowdhury Stadium, Chattogram",Chattogram,0,14,14 runs,Mahfuzur Rahman,Masudur Rahman
30,2016/17,Final, Dec 9 2016,Dhaka Dynamites,159/9,Rajshahi Kings,103,Kumar Sangakkara,Rajshahi Kings,field first,Dynamites,"Shere Bangla National Stadium, Mirpur",Mirpur,0,56,56 runs,Khalid Mahmood,Mahfuzur Rahman
40,2017/18,Final,Dec 12 2017,Rangpur Riders,206/1,Dhaka Dynamites,149/9,Chris Gayle,Dhaka Dynamites,field first,Riders,"Shere Bangla National Stadium, Mirpur",Mirpur,0,57,57 runs,Mahfuzur Rahman,Riazuddin
146,2012/13,1st,Jan 18 2013,Dhaka Gladiators,204/4,Khulna Royal Bengals,142/8,Owais Shah,Dhaka Gladiators,bat first,Dhaka,"Shere Bangla National Stadium, Mirpur",Mirpur,0,62,62 runs,Masudur Rahman,Richard Illingworth
145,2012/13,2nd,Jan 18 2013,Sylhet Royals,175/7,Barisal Burners,142/9,Paul Stirling,Barisal Burners,field first,Royals,"Shere Bangla National Stadium, Mirpur",Mirpur,0,33,33 runs,Bishawnath Halder,Jubair Ahmed
50,2018/19,Final, Feb 8 2019,Comilla Victorians,199/3,Dhaka Dynamites,182/9,Tamim Iqbal,Dhaka Dynamites,field first,Victorians,"Shere Bangla National Stadium, Mirpur",Mirpur,0,17,17 runs,Alex Wharf,Ranmore Martinesz
60,2019/20,Final,Jan 17 2020,Rajshahi Royals,170/4,Khulna Tigers,149/8,Andre Russell,Khulna Tigers,field first,Royals,"Shere Bangla National Stadium, Mirpur",Mirpur,0,21,21 runs,David Millns,Gazi Sohel
20,2015/16,Final,Dec 15 2015,Barisal Bulls,156/4,Comilla Victorians,157/7,Alok Kapali,Comilla Victorians,field first,Victorians,"Shere Bangla National Stadium, Mirpur",Mirpur,3,0,3 wickets,Ahsan Raza,Ranmore Martinesz
144,2012/13,3rd,Jan 19 2013,Duronto Rajshahi,99/9,Chittagong Kings,97,Sean Ervine,Duronto Rajshahi,bat first,Rajshahi,"Shere Bangla National Stadium, Mirpur",Mirpur,0,2,2 runs,Jeremy Lloyds,Mahfuzur Rahman
143,2012/13,4th,Jan 19 2013,Dhaka Gladiators,202/5,Rangpur Riders,167/4,Mohammad Ashraful,Dhaka Gladiators,bat first,Dhaka,"Shere Bangla National Stadium, Mirpur",Mirpur,0,35,35 runs,Amit Kumar,Mehedi Maruf
142,2012/13,5th,Jan 20 2013,Khulna Royal Bengals,142/8,Barisal Burners,146/2,Brad Hodge,Khulna Royal Bengals,bat first,Barisal,"Shere Bangla National Stadium, Mirpur",Mirpur,8,0,8 wickets,Anisur Rahman,Richard Illingworth
141,2012/13,6th,Jan 20 2013,Duronto Rajshahi,147/8,Sylhet Royals,150/6,Elton Chigumbura,Duronto Rajshahi,bat first,Royals,"Shere Bangla National Stadium, Mirpur",Mirpur,4,0,4 wickets,Jeremy Lloyds,Tanvir Ahmed
140,2012/13,7th,Jan 22 2013,Chittagong Kings,132/5,Rangpur Riders,135/4,Nasir Hossain,Chittagong Kings,bat first,Riders,"Sheikh Abu Naser Stadium, Khulna",Khulna,6,0,6 wickets,Anisur Rahman,Richard Illingworth
139,2012/13,8th,Jan 22 2013,Dhaka Gladiators,156/8,Duronto Rajshahi,143/3,Shakib Al Hasan,Dhaka Gladiators,bat first,Dhaka,"Sheikh Abu Naser Stadium, Khulna",Khulna,0,13,13 runs,Gazi Sohel,Masudur Rahman
137,2012/13,10th,Jan 23 2013,Khulna Royal Bengals,145/7,Sylhet Royals,146/4,Hamilton Masakadza,Khulna Royal Bengals,bat first,Royals,"Sheikh Abu Naser Stadium, Khulna",Khulna,6,0,6 wickets,Anisur Rahman,Mahfuzur Rahman
138,2012/13,9th,Jan 23 2013,Rangpur Riders,174/4,Barisal Burners,167/8,Shamsur Rahman,Rangpur Riders,bat first,Riders,"Sheikh Abu Naser Stadium, Khulna",Khulna,0,7,7 runs,Mahfuzur Rahman,Richard Illingworth
134,2012/13,13th,Jan 25 2013,Dhaka Gladiators,152/8,Sylhet Royals,157/3,Mushfiqur Rahim,Dhaka Gladiators,bat first,Royals,"Sheikh Abu Naser Stadium, Khulna",Khulna,7,0,7 wickets,Mahfuzur Rahman,Richard Illingworth
135,2012/13,12th,Jan 24 2013,Khulna Royal Bengals,197/0,Duronto Rajshahi,129,Shahriar Nafees,Duronto Rajshahi,field first,Khulna,"Sheikh Abu Naser Stadium, Khulna",Khulna,0,68,68 runs,Anisur Rahman,Tanvir Ahmed
133,2012/13,14th,Jan 25 2013,Khulna Royal Bengals,150/7,Rangpur Riders,141/7,Daniel Harris,Khulna Royal Bengals,bat first,Khulna,"Sheikh Abu Naser Stadium, Khulna",Khulna,0,9,9 runs,Mahfuzur Rahman,Masudur Rahman
132,2012/13,15th,Jan 28 2013,Chittagong Kings,172/6,Sylhet Royals,176/7,Mohammad Nabi,Sylhet Royals,field first,Royals,"MA Aziz Stadium, Chittagong",Chittagong,3,0,3 wickets,Jeremy Lloyds,Tanvir Ahmed
130,2012/13,17th,Jan 29 2013,Dhaka Gladiators,158/5,Sylhet Royals,127/8,Darren Stevens,Sylhet Royals,field first,Dhaka,"MA Aziz Stadium, Chittagong",Chittagong,0,31,31 runs,Jeremy Lloyds,Masudur Rahman
131,2012/13,16th,Jan 28 2013,Duronto Rajshahi,213/6,Barisal Burners,209/7,Charles Coventry,Duronto Rajshahi,bat first,Rajshahi,"MA Aziz Stadium, Chittagong",Chittagong,0,4,4 runs,Anisur Rahman,Gazi Sohel
129,2012/13,18th,Jan 29 2013,Rangpur Riders,122,Khulna Royal Bengals,89,Fidel Edwards,Rangpur Riders,bat first,Riders,"MA Aziz Stadium, Chittagong",Chittagong,0,33,33 runs,Anisur Rahman,Mahfuzur Rahman
136,2012/13,11th,Jan 24 2013,Chittagong Kings,129/7,Barisal Burners,108/9,Ravi Bopara,Barisal Burners,field first,Chittagong,"Sheikh Abu Naser Stadium, Khulna",Khulna,0,21,21 runs,Gazi Sohel,Richard Illingworth
128,2012/13,19th,Jan 31 2013,Rangpur Riders,122,Sylhet Royals,126/5,Nazmul Hossain Milon,Sylhet Royals,field first,Royals,"MA Aziz Stadium, Chittagong",Chittagong,5,0,5 wickets,Jeremy Lloyds,Tanvir Ahmed
127,2012/13,20th,Jan 31 2013,Barisal Burners,182/5,Chittagong Kings,176/6,Azhar Mahmood,Barisal Burners,bat first,Barisal,"MA Aziz Stadium, Chittagong",Chittagong,0,6,6 runs,Anisur Rahman,Tanvir Ahmed
126,2012/13,21st, Feb 1 2013,Dhaka Gladiators,137/5,Duronto Rajshahi,124/9,Alfonso Thomas,Dhaka Gladiators,bat first,Dhaka,"MA Aziz Stadium, Chittagong",Chittagong,0,13,13 runs,Gazi Sohel,Jeremy Lloyds
125,2012/13,22nd, Feb 1 2013,Khulna Royal Bengals,136/5,Chittagong Kings,137/2,Brendan Taylor,Chittagong Kings,field first,Chittagong,"MA Aziz Stadium, Chittagong",Chittagong,8,0,8 wickets,Mahfuzur Rahman,Masudur Rahman
124,2012/13,23rd, Feb 2 2013,Barisal Burners,152/6,Duronto Rajshahi,153/6,Jahurul Islam,Barisal Burners,bat first,Rajshahi,"MA Aziz Stadium, Chittagong",Chittagong,4,0,4 wickets,Gazi Sohel,Jeremy Lloyds
122,2012/13,25th, Feb 4 2013,Rangpur Riders,163/3,Duronto Rajshahi,168/3,Tamim Iqbal,Rangpur Riders,bat first,Rajshahi,"Shere Bangla National Stadium, Mirpur",Mirpur,7,0,7 wickets,Enamul Haque,Richard Illingworth
121,2012/13,26th, Feb 4 2013,Khulna Royal Bengals,145/7,Barisal Burners,148/3,Azhar Mahmood,Barisal Burners,field first,Barisal,"Shere Bangla National Stadium, Mirpur",Mirpur,7,0,7 wickets,Gazi Sohel,Jeremy Lloyds
123,2012/13,24th, Feb 2 2013,Chittagong Kings,142,Dhaka Gladiators,88/8,Naeem Islam,Dhaka Gladiators,field first,Chittagong,"MA Aziz Stadium, Chittagong",Chittagong,0,54,54 runs,Mahfuzur Rahman,Masudur Rahman
115,2012/13,32nd, Feb 8 2013,Chittagong Kings,193/4,Sylhet Royals,74,Brendan Taylor,Sylhet Royals,field first,Chittagong,"Shere Bangla National Stadium, Mirpur",Mirpur,0,119,119 runs,Gazi Sohel,Richard Illingworth
120,2012/13,27th, Feb 5 2013,Sylhet Royals,147/8,Duronto Rajshahi,152/5,Jahurul Islam,Duronto Rajshahi,field first,Rajshahi,"Shere Bangla National Stadium, Mirpur",Mirpur,5,0,5 wickets,Enamul Haque,Masudur Rahman
119,2012/13,28th, Feb 5 2013,Dhaka Gladiators,217/4,Rangpur Riders,129,Anamul Haque,Rangpur Riders,field first,Dhaka,"Shere Bangla National Stadium, Mirpur",Mirpur,0,88,88 runs,Enamul Haque,Tanvir Ahmed
118,2012/13,29th, Feb 7 2013,Chittagong Kings,156/5,Khulna Royal Bengals,67,Ryan ten Doeschate,Khulna Royal Bengals,field first,Chittagong,"Shere Bangla National Stadium, Mirpur",Mirpur,0,89,89 runs,Jeremy Lloyds,Masudur Rahman
117,2012/13,30th, Feb 7 2013,Rangpur Riders,197/4,Sylhet Royals,198/4,Shamsur Rahman,Sylhet Royals,field first,Royals,"Shere Bangla National Stadium, Mirpur",Mirpur,6,0,6 wickets,Enamul Haque,Richard Illingworth
113,2012/13,34th, Feb 9 2013,Barisal Burners,114/9,Dhaka Gladiators,115/2,Shakib Al Hasan,Barisal Burners,bat first,Dhaka,"Shere Bangla National Stadium, Mirpur",Mirpur,8,0,8 wickets,Jeremy Lloyds,Masudur Rahman
116,2012/13,31st, Feb 8 2013,Duronto Rajshahi,138/9,Khulna Royal Bengals,140/3,Shahriar Nafees,Duronto Rajshahi,bat first,Khulna,"Shere Bangla National Stadium, Mirpur",Mirpur,7,0,7 wickets,Enamul Haque,Jeremy Lloyds
114,2012/13,33rd, Feb 9 2013,Chittagong Kings,160/6,Rangpur Riders,161/5,Danza Hyatt,Rangpur Riders,field first,Riders,"Shere Bangla National Stadium, Mirpur",Mirpur,5,0,5 wickets,Enamul Haque,Richard Illingworth
110,2012/13,37th,Feb 12 2013,Sylhet Royals,196/3,Khulna Royal Bengals,135/7,Paul Stirling,Khulna Royal Bengals,field first,Royals,"Shere Bangla National Stadium, Mirpur",Mirpur,0,61,61 runs,Jeremy Lloyds,Tanvir Ahmed
19,2012/13,38th,Feb 12 2013,Dhaka Gladiators,114,Barisal Burners,117/3,Brad Hodge,Dhaka Gladiators,bat first,Barisal,"Shere Bangla National Stadium, Mirpur",Mirpur,7,0,7 wickets,Enamul Haque,Richard Illingworth
16,2012/13,41st,Feb 14 2013,Barisal Burners,139/7,Rangpur Riders,113,Hamid Hassan,Barisal Burners,bat first,Barisal,"Shere Bangla National Stadium, Mirpur",Mirpur,0,26,26 runs,Enamul Haque,Jeremy Lloyds
112,2012/13,35th,Feb 11 2013,Khulna Royal Bengals,176/6,Dhaka Gladiators,180/4,Mohammad Ashraful,Khulna Royal Bengals,bat first,Dhaka,"Shere Bangla National Stadium, Mirpur",Mirpur,6,0,6 wickets,Gazi Sohel,Jeremy Lloyds
111,2012/13,36th,Feb 11 2013,Rangpur Riders,179/8,Duronto Rajshahi,160,Kevin O'Brien,Duronto Rajshahi,field first,Riders,"Shere Bangla National Stadium, Mirpur",Mirpur,0,19,19 runs,Enamul Haque,Jeremy Lloyds
15,2012/13,42nd,Feb 14 2013,Dhaka Gladiators,168/6,Chittagong Kings,139/9,Shakib Al Hasan,Chittagong Kings,field first,Dhaka,"Shere Bangla National Stadium, Mirpur",Mirpur,0,29,29 runs,Anisur Rahman,Jeremy Lloyds
18,2012/13,39th,Feb 13 2013,Chittagong Kings,193/3,Duronto Rajshahi,160/6,Jason Roy,Duronto Rajshahi,field first,Chittagong,"Shere Bangla National Stadium, Mirpur",Mirpur,0,33,33 runs,Gazi Sohel,Richard Illingworth
17,2012/13,40th,Feb 13 2013,Barisal Burners,144/9,Sylhet Royals,145/9,Paul Stirling,Sylhet Royals,field first,Royals,"Shere Bangla National Stadium, Mirpur",Mirpur,0,0,1 wicket,Enamul Haque,Jeremy Lloyds
14,2012/13,Race,Feb 15 2013,Dhaka Gladiators,197/9,Sylhet Royals,193/6,Chris Gayle,Sylhet Royals,field first,Dhaka,"Shere Bangla National Stadium, Mirpur",Mirpur,0,4,4 runs,Enamul Haque,Jeremy Lloyds
13,2012/13,Elimination,Feb 16 2013,Duronto Rajshahi,107/7,Chittagong Kings,108/6,Taskin Ahmed,Duronto Rajshahi,bat first,Chittagong,"Shere Bangla National Stadium, Mirpur",Mirpur,4,0,4 wickets,Anisur Rahman,Richard Illingworth
11,2012/13,Semi-Final,Feb 18 2013,Sylhet Royals,149/7,Chittagong Kings,150/7,Ryan ten Doeschate,Chittagong Kings,field first,Chittagong,"Shere Bangla National Stadium, Mirpur",Mirpur,3,0,3 wickets,Enamul Haque,Jeremy Lloyds
17,2011/12,16th,Feb 18 2012,Duronto Rajshahi,126/6,Chittagong Kings,117/9,Saqlain Sajib,Duronto Rajshahi,bat first,Rajshahi,"Zahur Ahmed Chowdhury Stadium, Chittagong",Chittagong,0,9,9 runs,David Orchard,Sharfuddoula
16,2011/12,17th,Feb 19 2012,Dhaka Gladiators,140/8,Khulna Royal Bengals,141/3,Shivnarine Chanderpaul,Dhaka Gladiators,bat first,Khulna,"Zahur Ahmed Chowdhury Stadium, Chittagong",Chittagong,7,0,7 wickets,David Orchard,Sharfuddoula
15,2011/12,18th,Feb 19 2012,Sylhet Royals,120/7,Barisal Burners,121/1,Brad Hodge,Sylhet Royals,bat first,Barisal,"Zahur Ahmed Chowdhury Stadium, Chittagong",Chittagong,9,0,9 wickets,Enamul Haque,Jeremy Lloyds
14,2011/12,19th,Feb 20 2012,Barisal Burners,192/3,Duronto Rajshahi,193/1,Junaid Siddique,Barisal Burners,bat first,Rajshahi,"Zahur Ahmed Chowdhury Stadium, Chittagong",Chittagong,9,0,9 wickets,Enamul Haque,Jeremy Lloyds
12,2011/12,21st,Feb 22 2012,Sylhet Royals,128/7,Dhaka Gladiators,132/2,Azhar Mahmood,Dhaka Gladiators,field first,Dhaka,"Zahur Ahmed Chowdhury Stadium, Chittagong",Chittagong,8,0,8 wickets,David Orchard,Sharfuddoula
11,2011/12,22nd,Feb 22 2012,Khulna Royal Bengals,161/7,Barisal Burners,162/6,Mominul Haque,Khulna Royal Bengals,bat first,Barisal,"Zahur Ahmed Chowdhury Stadium, Chittagong",Chittagong,4,0,4 wickets,Enamul Haque,Jeremy Lloyds
13,2011/12,20th,Feb 20 2012,Khulna Royal Bengals,137/6,Chittagong Kings,93,Nasir Hossain,Chittagong Kings,field first,Khulna,"Zahur Ahmed Chowdhury Stadium, Chittagong",Chittagong,0,44,44 runs,David Orchard,Sharfuddoula
10,2011/12,23rd,Feb 24 2012,Chittagong Kings,120/6,Dhaka Gladiators,107/9,Dwayne Bravo,Dhaka Gladiators,field first,Chittagong,"Shere Bangla National Stadium, Mirpur",Mirpur,0,13,13 runs,David Orchard,Nadir Shah
9,2011/12,24th,Feb 24 2012,Duronto Rajshahi,124/9,Sylhet Royals,125/1,Sohail Tanvir,Sylhet Royals,field first,Royals,"Shere Bangla National Stadium, Mirpur",Mirpur,9,0,9 wickets,Anisur Rahman,Jeremy Lloyds
8,2011/12,25th,Feb 25 2012,Barisal Burners,156/6,Dhaka Gladiators,160/5,Imran Nazir,Dhaka Gladiators,field first,Dhaka,"Shere Bangla National Stadium, Mirpur",Mirpur,5,0,5 wickets,Jeremy Lloyds,Nadir Shah
7,2011/12,26th,Feb 25 2012,Sylhet Royals,165/3,Chittagong Kings,130/8,Peter Trego,Chittagong Kings,field first,Royals,"Shere Bangla National Stadium, Mirpur",Mirpur,0,35,35 runs,David Orchard,Masudur Rahman
6,2011/12,27th,Feb 26 2012,Khulna Royal Bengals,106,Duronto Rajshahi,110/2,Sean Ervine,Khulna Royal Bengals,bat first,Rajshahi,"Shere Bangla National Stadium, Mirpur",Mirpur,8,0,8 wickets,David Orchard,Nadir Shah
5,2011/12,28th,Feb 26 2012,Chittagong Kings,150/9,Barisal Burners,151/5,Brad Hodge,Barisal Burners,field first,Barisal,"Shere Bangla National Stadium, Mirpur",Mirpur,5,0,5 wickets,Gazi Sohel,Jeremy Lloyds
4,2011/12,29th,Feb 27 2012,Dhaka Gladiators,116,Duronto Rajshahi,120/7,Mohammad Sami,Dhaka Gladiators,bat first,Rajshahi,"Shere Bangla National Stadium, Mirpur",Mirpur,3,0,3 wickets,Mahfuzur Rahman,Nadir Shah
2,2011/12,1st,Feb 28 2012,Duronto Rajshahi,184/6,Barisal Burners,189/2,Ahmed Shehzad,Barisal Burners,field first,Barisal,"Shere Bangla National Stadium, Mirpur",Mirpur,8,0,8 wickets,David Orchard,Sharfuddoula
1,2011/12,2nd,Feb 28 2012,Dhaka Gladiators,191/4,Khulna Royal Bengals,182/7,Azhar Mahmood,Dhaka Gladiators,bat first,Dhaka,"Shere Bangla National Stadium, Mirpur",Mirpur,0,9,9 runs,Enamul Haque,Nadir Shah
