id,season,match_no,date,player_name,comment,R,B,M,fours,sixs,SR
31,2011/12,2nd,Feb 10 2012,Mohammad Sami,c Ziaur Rahman b Muralitharan,2,3,5,0,0,66.66
24,2011/12,9th,Feb 14 2012,Imrul Kayes,st †Mushfiqur Rahim b Samuels,22,13,15,1,2,169.23
21,2011/12,12th,Feb 15 2012,Marlon Samuels, b Shakib Al Hasan,4,4,-,1,0,100.00
644,2019/20,2nd,Dec 11 2019,Mohammad Shahzad,c Sabbir Rahman b Mujeeb Ur Rahman,13,8,-,0,2,162.50
645,2019/20,1st,Dec 11 2019,Imrul Kayes,c Santokie b Ebadot Hossain,61,38,-,2,5,160.52
638,2019/20,8th,Dec 14 2019,Johnson Charles,run out (Ariful Haque/†Anamul Haque),19,8,-,3,1,237.50
643,2019/20,3rd,Dec 12 2019,Wahab Riaz,c Shoaib Malik b Abu Jayed,19,12,-,2,1,158.33
641,2019/20,5th,Dec 13 2019,Krishmar Santokie,run out (Russell/†Liton Das),0,1,-,0,0,0.00
642,2019/20,4th,Dec 12 2019,Najmul Hossain Shanto,st †Nurul Hasan b Nasum Ahmed,4,4,-,1,0,100.00
640,2019/20,6th,Dec 13 2019,Bhanuka Rajapaksa, b Mashrafe Mortaza,29,12,-,3,2,241.66
20,2011/12,13th,Feb 16 2012,Kevon Cooper, b Nazmul Islam,1,4,-,0,0,25.00
639,2019/20,7th,Dec 14 2019,Arafat Sunny,not out ,3,3,-,0,0,100.00
19,2011/12,14th,Feb 16 2012,Imran Nazir,not out ,54,45,-,4,1,120.00
23,2011/12,10th,Feb 14 2012,Mohammad Mithun,c Mohammad Ashraful b Azhar Mahmood,38,32,59,1,1,118.75
18,2011/12,15th,Feb 18 2012,Scott Styris,not out ,48,37,-,1,4,129.72
30,2011/12,3rd,Feb 11 2012,Naved-ul-Hasan, b Russell,1,2,2,0,0,50.00
29,2011/12,4th,Feb 11 2012,Syed Rasel, b Gayle,1,3,6,0,0,33.33
27,2011/12,6th,Feb 12 2012,Anamul Haque,c Imrul Kayes b Sohail Tanvir,48,39,46,3,4,123.07
26,2011/12,7th,Feb 13 2012,Dwayne Smith,not out ,58,41,48,3,4,141.46
25,2011/12,8th,Feb 13 2012,Darren Stevens,not out ,43,38,49,2,2,113.15
31,2011/12,2nd,Feb 10 2012,Syed Rasel,c Roy b Muralitharan,0,2,1,0,0,0.00
24,2011/12,9th,Feb 14 2012,Peter Trego,c Junaid Siddique b Saqlain Sajib,37,34,33,1,2,108.82
21,2011/12,12th,Feb 15 2012,Fawad Alam, b Nasir Hossain,4,10,-,0,0,40.00
644,2019/20,2nd,Dec 11 2019,Mohammad Naim,lbw b Soumya Sarkar,17,27,-,1,0,62.96
645,2019/20,1st,Dec 11 2019,Ryan Burl,lbw b Mosaddek Hossain,3,9,-,0,0,33.33
638,2019/20,8th,Dec 14 2019,Mohammad Mithun,c Shadab Khan b Mashrafe Mortaza,8,13,-,0,0,61.53
643,2019/20,3rd,Dec 12 2019,Mashrafe Mortaza,not out ,18,10,-,0,2,180.00
641,2019/20,5th,Dec 13 2019,Nazmul Islam,c Hazratullah Zazai b Alok Kapali,0,1,-,0,0,0.00
642,2019/20,4th,Dec 12 2019,Rahmanullah Gurbaz,c Williams b Muktar Ali,50,19,-,4,5,263.15
640,2019/20,6th,Dec 13 2019,Yasir Ali,c Jaker Ali b Mahedi Hasan,3,6,-,0,0,50.00
20,2011/12,13th,Feb 16 2012,Arafat Sunny,not out ,3,4,-,0,0,75.00
639,2019/20,7th,Dec 14 2019,Taskin Ahmed,not out ,11,4,-,0,1,275.00
19,2011/12,14th,Feb 16 2012,Anamul Haque,st †Mushfiqur Rahim b Saqlain Sajib,20,22,-,3,0,90.90
23,2011/12,10th,Feb 14 2012,Kabir Ali,not out ,15,9,10,2,0,166.66
18,2011/12,15th,Feb 18 2012,Peter Trego,run out (Chanderpaul),2,3,-,0,0,66.66
30,2011/12,3rd,Feb 11 2012,Mashrafe Mortaza,c Gibbs b Russell,0,1,1,0,0,0.00
29,2011/12,4th,Feb 11 2012,Saqlain Sajib,not out ,1,1,1,0,0,100.00
27,2011/12,6th,Feb 12 2012,Mohammad Ashraful,not out ,23,28,41,0,1,82.14
26,2011/12,7th,Feb 13 2012,Sanath Jayasuriya,c Al-Amin Hossain b Sohrawordi Shuvo,23,18,20,0,2,127.77
25,2011/12,8th,Feb 13 2012,Kieron Pollard,not out ,50,34,43,3,3,147.05
31,2011/12,2nd,Feb 10 2012,Saqlain Sajib,st †Jahurul Islam b Arafat Sunny,1,3,9,0,0,33.33
24,2011/12,9th,Feb 14 2012,Alok Kapali,c Fawad Alam b Mohammad Sami,14,9,18,1,1,155.55
21,2011/12,12th,Feb 15 2012,Mushfiqur Rahim,not out ,47,34,-,4,1,138.23
644,2019/20,2nd,Dec 11 2019,Jahurul Islam,c †Mahidul Islam Ankon b Abu Hider,5,5,-,0,0,100.00
645,2019/20,1st,Dec 11 2019,Chadwick Walton,not out ,49,30,-,3,2,163.33
638,2019/20,8th,Dec 14 2019,Shafiqullah,c †Anamul Haque b Hasan Mahmud,2,4,-,0,0,50.00
643,2019/20,3rd,Dec 12 2019,Hasan Mahmud,not out ,0,0,-,0,0,-
641,2019/20,5th,Dec 13 2019,Ebadot Hossain,not out ,1,2,-,0,0,50.00
642,2019/20,4th,Dec 12 2019,Rilee Rossouw,not out ,64,38,-,7,2,168.42
640,2019/20,6th,Dec 13 2019,Soumya Sarkar,c †Anamul Haque b Wahab Riaz,35,26,-,5,1,134.61
639,2019/20,7th,Dec 14 2019,Chadwick Walton,c Rishad Hossain b Mohammad Nabi,50,34,-,4,3,147.05
19,2011/12,14th,Feb 16 2012,Mohammad Ashraful, b Monir Hossain,11,14,-,0,0,78.57
18,2011/12,15th,Feb 18 2012,Shuvagata Hom,c †Saghir Hossain b Abdur Razzak,8,6,-,0,1,133.33
30,2011/12,3rd,Feb 11 2012,Anamul Haque,not out ,0,0,3,0,0,-
27,2011/12,6th,Feb 12 2012,Darren Stevens,not out ,9,13,13,1,0,69.23
26,2011/12,7th,Feb 13 2012,Shakib Al Hasan,not out ,5,5,7,0,0,100.00
24,2011/12,9th,Feb 14 2012,Sohail Tanvir,not out ,12,16,24,0,0,75.00
21,2011/12,12th,Feb 15 2012,Abdul Razzaq,not out ,10,8,-,1,0,125.00
644,2019/20,2nd,Dec 11 2019,Fazle Mahmud, b Al-Amin Hossain,1,2,-,0,0,50.00
645,2019/20,1st,Dec 11 2019,Nurul Hasan,not out ,5,4,-,0,0,125.00
638,2019/20,8th,Dec 14 2019,Mosaddek Hossain,not out ,60,44,-,6,2,136.36
643,2019/20,3rd,Dec 12 2019,Hazratullah Zazai,not out ,56,47,-,5,3,119.14
641,2019/20,5th,Dec 13 2019,Hazratullah Zazai, b Nayeem Hasan,0,3,-,0,0,0.00
642,2019/20,4th,Dec 12 2019,Mushfiqur Rahim,not out ,28,22,-,4,0,127.27
640,2019/20,6th,Dec 13 2019,Dawid Malan,c & b Wahab Riaz,40,36,-,4,0,111.11
639,2019/20,7th,Dec 14 2019,Avishka Fernando,c Mohammad Naim b Gregory,37,23,-,2,3,160.86
19,2011/12,14th,Feb 16 2012,Alexei Kervezee, b Monir Hossain,10,14,-,0,0,71.42
18,2011/12,15th,Feb 18 2012,Sohail Tanvir,c Nasir Hossain b Russell,5,5,-,0,0,100.00
24,2011/12,9th,Feb 14 2012,Naeem Islam,not out ,9,7,11,1,0,128.57
644,2019/20,2nd,Dec 11 2019,Lewis Gregory,c Malan b Al-Amin Hossain,0,1,-,0,0,0.00
638,2019/20,8th,Dec 14 2019,Nayeem Hasan,run out (Hasan Mahmud),10,13,-,1,0,76.92
643,2019/20,3rd,Dec 12 2019,Litton Das,c Ariful Haque b Mahedi Hasan,39,27,-,4,2,144.44
641,2019/20,5th,Dec 13 2019,Litton Das,not out ,44,26,-,7,0,169.23
640,2019/20,6th,Dec 13 2019,Sabbir Rahman,c †Anamul Haque b Perera,4,4,-,1,0,100.00
639,2019/20,7th,Dec 14 2019,Imrul Kayes,not out ,44,33,-,3,2,133.33
19,2011/12,14th,Feb 16 2012,Kieron Pollard,c Khalid Latif b Samuels,16,14,-,1,1,114.28
18,2011/12,15th,Feb 18 2012,Naeem Islam,st †Saghir Hossain b Shakib Al Hasan,9,6,-,0,1,150.00
644,2019/20,2nd,Dec 11 2019,Mohammad Nabi,c Malan b Soumya Sarkar,11,10,-,1,0,110.00
638,2019/20,8th,Dec 14 2019,Delwar Hossain,c Ariful Haque b Mashrafe Mortaza,17,15,-,3,0,113.33
643,2019/20,3rd,Dec 12 2019,Shoaib Malik,not out ,36,36,-,3,1,100.00
641,2019/20,5th,Dec 13 2019,Afif Hossain,c Mosaddek Hossain b Naveen-ul-Haq,30,25,-,3,2,120.00
640,2019/20,6th,Dec 13 2019,Dasun Shanaka,c †Anamul Haque b Perera,0,1,-,0,0,0.00
639,2019/20,7th,Dec 14 2019,Mahmudullah,c Nadif Chowdhury b Abell,15,16,-,0,1,93.75
19,2011/12,14th,Feb 16 2012,Darren Stevens, b Mohammad Sami,11,9,-,2,0,122.22
18,2011/12,15th,Feb 18 2012,Brad Hogg,st †Saghir Hossain b Shakib Al Hasan,0,1,-,0,0,0.00
644,2019/20,2nd,Dec 11 2019,Sanjit Saha, b Sunzamul Islam,0,2,-,0,0,0.00
638,2019/20,8th,Dec 14 2019,Krishmar Santokie,not out ,6,8,-,0,0,75.00
641,2019/20,5th,Dec 13 2019,Shoaib Malik,not out ,16,11,-,3,0,145.45
640,2019/20,6th,Dec 13 2019,Mahidul Islam Ankon,c sub (Ariful Haque) b Perera,37,27,-,1,2,137.03
639,2019/20,7th,Dec 14 2019,Nasir Hossain,c Abell b Gregory,3,3,-,0,0,100.00
19,2011/12,14th,Feb 16 2012,Aftab Ahmed, b Mohammad Sami,0,1,-,0,0,0.00
18,2011/12,15th,Feb 18 2012,Talha Jubair,not out ,1,2,-,0,0,50.00
644,2019/20,2nd,Dec 11 2019,Junaid Khan, b Al-Amin Hossain,3,14,-,0,0,21.42
640,2019/20,6th,Dec 13 2019,Abu Hider,c Wahab Riaz b Perera,0,1,-,0,0,0.00
639,2019/20,7th,Dec 14 2019,Ryan Burl,not out ,1,1,-,0,0,100.00
19,2011/12,14th,Feb 16 2012,Naved-ul-Hasan, b Mohammad Sami,0,1,-,0,0,0.00
644,2019/20,2nd,Dec 11 2019,Taskin Ahmed,st †Mahidul Islam Ankon b Sunzamul Islam,1,3,-,0,0,33.33
640,2019/20,6th,Dec 13 2019,Sunzamul Islam, b Perera,1,2,-,0,0,50.00
19,2011/12,14th,Feb 16 2012,Elias Sunny,not out ,0,1,-,0,0,0.00
644,2019/20,2nd,Dec 11 2019,Mustafizur Rahman,not out ,8,12,-,1,0,66.66
640,2019/20,6th,Dec 13 2019,Mujeeb Ur Rahman,not out ,4,4,-,0,0,100.00
644,2019/20,2nd,Dec 11 2019,Zakir Hasan,absent hurt,-,-,-,-,-,-
640,2019/20,6th,Dec 13 2019,Al-Amin Hossain,not out ,2,2,-,0,0,100.00
637,2019/20,9th,Dec 17 2019,Litton Das,c Rossouw b Frylinck,19,16,-,1,1,118.75
635,2019/20,11th,Dec 18 2019,Mohammad Shahzad,c Shanaka b Sunzamul Islam,61,27,-,7,4,225.92
637,2019/20,9th,Dec 17 2019,Hazratullah Zazai,c †Mushfiqur Rahim b Mohammad Amir,1,5,-,0,0,20.00
635,2019/20,11th,Dec 18 2019,Mohammad Naim,run out (Sabbir Rahman),8,10,-,1,0,80.00
634,2019/20,12th,Dec 18 2019,Lendl Simmons,run out (Shahid Afridi/Hasan Mahmud),57,36,-,5,4,158.33
636,2019/20,10th,Dec 17 2019,Rony Talukdar, b Mehedi Hasan Rana,2,9,-,0,0,22.22
633,2019/20,13th,Dec 20 2019,Mohammad Shahzad,c Rahmanullah Gurbaz b Mohammad Amir,11,7,-,2,0,157.14
632,2019/20,14th,Dec 20 2019,Lendl Simmons, b Mujeeb Ur Rahman,10,7,-,2,0,142.85
631,2019/20,15th,Dec 21 2019,Andre Fletcher,not out ,103,57,-,11,5,180.70
637,2019/20,9th,Dec 17 2019,Afif Hossain,c Shafiul Islam b Shohidul Islam,19,17,-,0,2,111.76
630,2019/20,16th,Dec 21 2019,Lendl Simmons, b Mustafizur Rahman,0,4,-,0,0,0.00
635,2019/20,11th,Dec 18 2019,Tom Abell,c Al-Amin Hossain b Soumya Sarkar,25,25,-,2,0,100.00
634,2019/20,12th,Dec 18 2019,Avishka Fernando, b Hasan Mahmud,26,13,-,4,1,200.00
636,2019/20,10th,Dec 17 2019,Andre Fletcher, b Muktar Ali,38,32,-,3,1,118.75
633,2019/20,13th,Dec 20 2019,Mohammad Naim,run out (Shamsur Rahman/†Mushfiqur Rahim),49,32,-,5,2,153.12
632,2019/20,14th,Dec 20 2019,Avishka Fernando,c Sabbir Rahman b Soumya Sarkar,48,27,-,3,3,177.77
631,2019/20,15th,Dec 21 2019,Abdul Mazid, b Frylinck,2,3,-,0,0,66.66
637,2019/20,9th,Dec 17 2019,Shoaib Malik,c Najmul Hossain Shanto b Mohammad Amir,87,50,-,8,4,174.00
630,2019/20,16th,Dec 21 2019,Avishka Fernando, b Sanjit Saha,72,40,-,8,4,180.00
635,2019/20,11th,Dec 18 2019,Al-Amin,run out (Abu Hider),1,4,-,0,0,25.00
634,2019/20,12th,Dec 18 2019,Imrul Kayes,c & b Salauddin Sakil,40,24,-,5,1,166.66
629,2019/20,17th,Dec 23 2019,Bhanuka Rajapaksa,not out ,96,65,-,4,7,147.69
636,2019/20,10th,Dec 17 2019,Shafiqullah,c †Nurul Hasan b Rubel Hossain,6,6,-,0,1,100.00
628,2019/20,18th,Dec 23 2019,Rahmanullah Gurbaz,c Kamrul Islam Rabbi b Russell,4,2,-,1,0,200.00
627,2019/20,19th,Dec 24 2019,Andre Fletcher,c & b Mahedi Hasan,0,1,-,0,0,0.00
624,2019/20,22nd,Dec 27 2019,Najmul Hossain Shanto,c Gregory b Mohammad Nabi,30,22,-,3,1,136.36
626,2019/20,20th,Dec 24 2019,Bhanuka Rajapaksa,lbw b Afif Hossain,10,8,-,2,0,125.00
625,2019/20,21st,Dec 27 2019,Tamim Iqbal,st †Nurul Hasan b Nasum Ahmed,21,27,-,1,0,77.77
633,2019/20,13th,Dec 20 2019,Cameron Delport,c Shamsur Rahman b Shafiul Islam,4,8,-,0,0,50.00
623,2019/20,23rd,Dec 28 2019,Litton Das,c Abu Hider b Sunzamul Islam,24,19,-,2,1,126.31
622,2019/20,24th,Dec 28 2019,Andre Fletcher,c †Mushfiqur Rahim b Frylinck,37,24,-,4,2,154.16
632,2019/20,14th,Dec 20 2019,Imrul Kayes,c Sumon Khan b Shanaka,62,41,-,9,1,151.21
631,2019/20,15th,Dec 21 2019,Johnson Charles,lbw b Shohidul Islam,90,38,-,11,5,236.84
637,2019/20,9th,Dec 17 2019,Ravi Bopara,not out ,40,26,-,2,2,153.84
630,2019/20,16th,Dec 21 2019,Imrul Kayes,c Shadman Islam b Gregory,10,9,-,2,0,111.11
635,2019/20,11th,Dec 18 2019,Mohammad Nabi, b Mujeeb Ur Rahman,26,20,-,3,0,130.00
634,2019/20,12th,Dec 18 2019,Mahmudullah,c Mominul Haque b Hasan Mahmud,59,28,-,5,4,210.71
629,2019/20,17th,Dec 23 2019,Soumya Sarkar, b Mahedi Hasan,10,6,-,2,0,166.66
636,2019/20,10th,Dec 17 2019,Mohammad Mithun,c Nasum Ahmed b Mehedi Hasan Rana,15,17,-,0,0,88.23
628,2019/20,18th,Dec 23 2019,Mehidy Hasan Miraz,c Afif Hossain b Russell,0,2,-,0,0,0.00
627,2019/20,19th,Dec 24 2019,Abdul Mazid,c Mahedi Hasan b Shahid Afridi,8,10,-,1,0,80.00
624,2019/20,22nd,Dec 27 2019,Mehidy Hasan Miraz,c †Jahurul Islam b Mustafizur Rahman,12,7,-,3,0,171.42
626,2019/20,20th,Dec 24 2019,Dawid Malan,not out ,100,54,-,9,5,185.18
625,2019/20,21st,Dec 27 2019,Anamul Haque,run out (Walton),14,13,-,2,0,107.69
633,2019/20,13th,Dec 20 2019,Nadif Chowdhury,c Rossouw b Shafiul Islam,0,9,-,0,0,0.00
623,2019/20,23rd,Dec 28 2019,Afif Hossain, b Soumya Sarkar,43,30,-,6,1,143.33
622,2019/20,24th,Dec 28 2019,Rubel Mia,c †Mushfiqur Rahim b Shohidul Islam,39,44,-,2,1,88.63
632,2019/20,14th,Dec 20 2019,Chadwick Walton,not out ,71,27,-,5,6,262.96
631,2019/20,15th,Dec 21 2019,Mohammad Mithun,lbw b Frylinck,3,3,-,0,0,100.00
637,2019/20,9th,Dec 17 2019,Andre Russell,not out ,13,6,-,1,1,216.66
630,2019/20,16th,Dec 21 2019,Nasir Hossain,c Mukidul Islam b Mohammad Nabi,9,13,-,1,0,69.23
635,2019/20,11th,Dec 18 2019,Lewis Gregory,c Sabbir Rahman b Al-Amin Hossain,21,12,-,2,1,175.00
634,2019/20,12th,Dec 18 2019,Chadwick Walton,not out ,27,18,-,3,1,150.00
629,2019/20,17th,Dec 23 2019,Sabbir Rahman,c Jaker Ali b Mahedi Hasan,0,7,-,0,0,0.00
636,2019/20,10th,Dec 17 2019,Johnson Charles,c †Nurul Hasan b Mehedi Hasan Rana,3,9,-,0,0,33.33
628,2019/20,18th,Dec 23 2019,Rilee Rossouw,c Farhad Reza b Afif Hossain,35,24,-,5,1,145.83
627,2019/20,19th,Dec 24 2019,Johnson Charles,c Asif Ali b Shadab Khan,73,45,-,3,8,162.22
624,2019/20,22nd,Dec 27 2019,Rilee Rossouw,c Watson b Mustafizur Rahman,0,1,-,0,0,0.00
626,2019/20,20th,Dec 24 2019,Sabbir Rahman, b Russell,5,6,-,1,0,83.33
625,2019/20,21st,Dec 27 2019,Mahedi Hasan,c †Nurul Hasan b Plunkett,0,2,-,0,0,0.00
633,2019/20,13th,Dec 20 2019,Fazle Mahmud,c †Mushfiqur Rahim b Shafiul Islam,42,33,-,2,2,127.27
623,2019/20,23rd,Dec 28 2019,Shoaib Malik,run out (†Mahidul Islam Ankon),61,38,-,5,3,160.52
622,2019/20,24th,Dec 28 2019,Johnson Charles,c Najmul Hossain Shanto b Frylinck,17,12,-,0,2,141.66
632,2019/20,14th,Dec 20 2019,Nasir Hossain,c Mujeeb Ur Rahman b Soumya Sarkar,3,3,-,0,0,100.00
631,2019/20,15th,Dec 21 2019,Mosaddek Hossain,c Rossouw b Robiul Haque,11,11,-,1,0,100.00
637,2019/20,9th,Dec 17 2019,Najmul Hossain Shanto, b Russell,0,2,-,0,0,0.00
630,2019/20,16th,Dec 21 2019,Chadwick Walton, b Gregory,16,14,-,0,1,114.28
635,2019/20,11th,Dec 18 2019,Nadif Chowdhury,run out (Al-Amin Hossain/†Mahidul Islam Ankon),15,11,-,0,1,136.36
634,2019/20,12th,Dec 18 2019,Nurul Hasan,not out ,7,4,-,1,0,175.00
629,2019/20,17th,Dec 23 2019,Dawid Malan,c sub (Shuvagata Hom) b Shadab Khan,9,17,-,0,0,52.94
620,2019/20,26th,Dec 30 2019,Tamim Iqbal,not out ,68,52,-,4,3,130.76
619,2019/20,27th,Dec 31 2019,Lendl Simmons,c Sunzamul Islam b Soumya Sarkar,54,34,-,5,2,158.82
636,2019/20,10th,Dec 17 2019,Mosaddek Hossain, b Williams,30,22,-,2,0,136.36
617,2019/20,29th, Jan 2 2020,Litton Das,c †Jahurul Islam b Mustafizur Rahman,19,15,-,3,0,126.66
616,2019/20,30th, Jan 2 2020,Upul Tharanga,lbw b Sohag Gazi,45,31,-,9,0,145.16
618,2019/20,28th,Dec 31 2019,Mohammad Naim,c & b Kamrul Islam Rabbi,55,47,-,6,1,117.02
615,2019/20,31st, Jan 3 2020,Tamim Iqbal,c Frylinck b Mohammad Amir,25,23,-,3,1,108.69
614,2019/20,32nd, Jan 3 2020,Mohammad Naim,c Rony Talukdar b Monir Hossain,42,33,-,7,1,127.27
628,2019/20,18th,Dec 23 2019,Mushfiqur Rahim,c †Liton Das b Kamrul Islam Rabbi,1,12,-,0,0,8.33
621,2019/20,25th,Dec 30 2019,Andre Fletcher,c Delport b Arafat Sunny,0,2,-,0,0,0.00
627,2019/20,19th,Dec 24 2019,Mohammad Mithun,not out ,49,31,-,1,4,158.06
624,2019/20,22nd,Dec 27 2019,Shamsur Rahman,c †Jahurul Islam b Gregory,13,12,-,1,1,108.33
626,2019/20,20th,Dec 24 2019,Soumya Sarkar,c Alok Kapali b Bopara,20,22,-,1,1,90.90
625,2019/20,21st,Dec 27 2019,Mominul Haque,run out (Walton/†Nurul Hasan),32,34,-,3,0,94.11
633,2019/20,13th,Dec 20 2019,Mohammad Nabi,c & b Mohammad Amir,4,7,-,0,0,57.14
623,2019/20,23rd,Dec 28 2019,Ravi Bopara, b Mujeeb Ur Rahman,10,12,-,1,0,83.33
622,2019/20,24th,Dec 28 2019,Sherfane Rutherford,not out ,26,20,-,0,2,130.00
632,2019/20,14th,Dec 20 2019,Nurul Hasan,not out ,29,15,-,2,2,193.33
631,2019/20,15th,Dec 21 2019,Nazmul Hossain Milon,c Rahmanullah Gurbaz b Shafiul Islam,11,6,-,2,0,183.33
637,2019/20,9th,Dec 17 2019,Rahmanullah Gurbaz,c Farhad Reza b Afif Hossain,7,4,-,1,0,175.00
630,2019/20,16th,Dec 21 2019,Nurul Hasan,c Mohammad Naim b Mukidul Islam,20,18,-,0,1,111.11
635,2019/20,11th,Dec 18 2019,Jahurul Islam, b Mujeeb Ur Rahman,0,1,-,0,0,0.00
634,2019/20,12th,Dec 18 2019,Mominul Haque,c Imrul Kayes b Nasir Hossain,52,35,-,3,2,148.57
629,2019/20,17th,Dec 23 2019,Yasir Ali,not out ,30,27,-,2,0,111.11
620,2019/20,26th,Dec 30 2019,Anamul Haque,c †Liton Das b Russell,10,9,-,1,0,111.11
619,2019/20,27th,Dec 31 2019,Junaid Siddique,run out (Mujeeb Ur Rahman),45,37,-,6,0,121.62
636,2019/20,10th,Dec 17 2019,Nayeem Hasan,c Mehedi Hasan Rana b Rubel Hossain,11,16,-,1,0,68.75
617,2019/20,29th, Jan 2 2020,Afif Hossain,st †Jahurul Islam b Mohammad Nabi,32,17,-,2,3,188.23
616,2019/20,30th, Jan 2 2020,Stiaan van Zyl,c Fletcher b Ebadot Hossain,10,12,-,0,0,83.33
618,2019/20,28th,Dec 31 2019,Shane Watson,c Kamrul Islam Rabbi b Afif Hossain,7,7,-,0,1,100.00
615,2019/20,31st, Jan 3 2020,Anamul Haque,lbw b Shafiul Islam,15,13,-,1,1,115.38
614,2019/20,32nd, Jan 3 2020,Shane Watson, b Ebadot Hossain,68,36,-,6,5,188.88
628,2019/20,18th,Dec 23 2019,Najmul Hossain Shanto,lbw b Kamrul Islam Rabbi,0,1,-,0,0,0.00
621,2019/20,25th,Dec 30 2019,Johnson Charles,c Mohammad Nabi b Mukidul Islam,9,11,-,0,1,81.81
627,2019/20,19th,Dec 24 2019,Mosaddek Hossain,c Shadab Khan b Shahid Afridi,2,5,-,0,0,40.00
624,2019/20,22nd,Dec 27 2019,Mushfiqur Rahim,c Mukidul Islam b Mustafizur Rahman,59,48,-,4,2,122.91
626,2019/20,20th,Dec 24 2019,Dasun Shanaka,c Mohammad Irfan b Abu Jayed,11,12,-,0,1,91.66
625,2019/20,21st,Dec 27 2019,Jaker Ali,st †Nurul Hasan b Burl,3,5,-,0,0,60.00
633,2019/20,13th,Dec 20 2019,Lewis Gregory,c Mehidy Hasan Miraz b Shohidul Islam,22,20,-,2,0,110.00
623,2019/20,23rd,Dec 28 2019,Andre Russell,not out ,37,21,-,0,4,176.19
622,2019/20,24th,Dec 28 2019,Mohammad Mithun,c Mehidy Hasan Miraz b Shohidul Islam,0,2,-,0,0,0.00
632,2019/20,14th,Dec 20 2019,Bhanuka Rajapaksa, b Mehedi Hasan Rana,6,8,-,0,0,75.00
631,2019/20,15th,Dec 21 2019,Sohag Gazi,not out ,0,2,-,0,0,0.00
637,2019/20,9th,Dec 17 2019,Rilee Rossouw,c †Liton Das b Kamrul Islam Rabbi,42,35,-,5,1,120.00
630,2019/20,16th,Dec 21 2019,Muktar Ali,c Abell b Mustafizur Rahman,12,9,-,0,1,133.33
635,2019/20,11th,Dec 18 2019,Arafat Sunny,not out ,15,10,-,2,0,150.00
634,2019/20,12th,Dec 18 2019,Anamul Haque,c †Nurul Hasan b Mehedi Hasan Rana,1,5,-,0,0,20.00
629,2019/20,17th,Dec 23 2019,Tamim Iqbal,c Malan b Soumya Sarkar,34,40,-,4,0,85.00
620,2019/20,26th,Dec 30 2019,Luis Reece,c Russell b Shoaib Malik,9,11,-,1,0,81.81
619,2019/20,27th,Dec 31 2019,Chadwick Walton,c Robiul Islam Robi b Sunzamul Islam,9,10,-,0,1,90.00
636,2019/20,10th,Dec 17 2019,Delwar Hossain,not out ,7,4,-,1,0,175.00
617,2019/20,29th, Jan 2 2020,Shoaib Malik,c Mohammad Nabi b Mustafizur Rahman,37,31,-,4,0,119.35
616,2019/20,30th, Jan 2 2020,Soumya Sarkar,c Rutherford b Sohag Gazi,5,5,-,1,0,100.00
618,2019/20,28th,Dec 31 2019,Cameron Delport,c & b Afif Hossain,31,17,-,3,2,182.35
615,2019/20,31st, Jan 3 2020,Mominul Haque,c Najibullah Zadran b Mohammad Amir,38,36,-,3,0,105.55
614,2019/20,32nd, Jan 3 2020,Cameron Delport,c Shafiqullah b Ebadot Hossain,25,18,-,0,2,138.88
628,2019/20,18th,Dec 23 2019,Shamsur Rahman,c Afif Hossain b Russell,55,46,-,4,1,119.56
621,2019/20,25th,Dec 30 2019,Mohammad Mithun,c Arafat Sunny b Mustafizur Rahman,62,47,-,4,2,131.91
627,2019/20,19th,Dec 24 2019,Sherfane Rutherford,not out ,38,28,-,3,2,135.71
624,2019/20,22nd,Dec 27 2019,Najibullah Zadran,c Shadman Islam b Gregory,41,26,-,6,1,157.69
626,2019/20,20th,Dec 24 2019,Yasir Ali,c Russell b Abu Jayed,0,3,-,0,0,0.00
625,2019/20,21st,Dec 27 2019,Shahid Afridi,c Muktar Ali b Burl,0,2,-,0,0,0.00
633,2019/20,13th,Dec 20 2019,Taskin Ahmed,run out (Najmul Hossain Shanto/Shohidul Islam),2,2,-,0,0,100.00
623,2019/20,23rd,Dec 28 2019,Robiul Islam Robi,c Irfan Sukkur b Farhad Reza,12,15,-,1,0,80.00
622,2019/20,24th,Dec 28 2019,Mosaddek Hossain,not out ,23,18,-,3,0,127.77
632,2019/20,14th,Dec 20 2019,Soumya Sarkar,c Imrul Kayes b Mehedi Hasan Rana,15,8,-,2,1,187.50
631,2019/20,15th,Dec 21 2019,Rahmanullah Gurbaz,c Naveen-ul-Haq b Monir Hossain,0,1,-,0,0,0.00
637,2019/20,9th,Dec 17 2019,Mushfiqur Rahim,c Shoaib Malik b Bopara,96,51,-,9,4,188.23
630,2019/20,16th,Dec 21 2019,Liam Plunkett,not out ,17,12,-,1,1,141.66
635,2019/20,11th,Dec 18 2019,Mustafizur Rahman,not out ,1,1,-,0,0,100.00
634,2019/20,12th,Dec 18 2019,Jaker Ali,c Fernando b Muktar Ali,27,19,-,2,2,142.10
629,2019/20,17th,Dec 23 2019,Anamul Haque,c Soumya Sarkar b Robiul Islam Robi,0,2,-,0,0,0.00
620,2019/20,26th,Dec 30 2019,Mahedi Hasan,c Taijul Islam b Bopara,21,11,-,1,2,190.90
619,2019/20,27th,Dec 31 2019,Ryan Burl,c Sabbir Rahman b Soumya Sarkar,2,7,-,0,0,28.57
636,2019/20,10th,Dec 17 2019,Krishmar Santokie,c Imrul Kayes b Mehedi Hasan Rana,9,6,-,0,1,150.00
