Channel,Watch time(Minutes),Stream time(minutes),Peak viewers,Average viewers,Followers,Followers gained,Views gained,Partnered,Mature,Language
逼比 (bebelolz),165015915,64650,7592,2488,260119,26670,6966348,True,False,Chinese
踢虧 (takesipon),164981160,111600,8103,1534,57634,11867,3983662,True,False,Chinese
Vargskelethor,164759730,58395,6577,2809,287063,60041,2147906,True,True,English
핑맨 (95pingman),164673495,47430,26738,3449,195423,97696,3424139,True,False,Korean
LobosJr,163736505,121335,12709,1332,375646,27173,3970888,True,True,English
ZONY,163669320,147990,7172,1118,260125,140806,3739750,True,False,Polish
Monstercat,163589370,519675,14261,313,788684,22331,4084222,True,False,English
k1ng,163381335,36540,52558,4365,706537,614383,6210317,True,False,Spanish
DuelLinksMeta,163307010,89910,5792,1886,88697,33306,6092699,True,False,English
Esports_Alliance,163208925,37110,27040,4293,117084,55445,8254877,True,False,Thai
lolesportsla,163132800,40950,37187,4586,186208,71514,5283711,True,False,Spanish
Vovo,162887760,150555,7268,974,141898,92033,3786059,True,True,Portuguese
goncho,162817050,61770,18091,2431,442412,236558,6156791,True,True,Spanish
MenosTrece,162738420,107700,7132,1481,470873,190155,5465173,True,False,Spanish
swimstrim,162723510,108540,13314,1383,137885,62796,2964244,True,False,English
AnneMunition,162714930,99345,37236,1586,621921,65910,10222790,True,False,English
Reverse2k,162618315,181665,14160,925,380488,155158,3906784,True,False,English
erobb221,162559230,82470,10391,2028,244207,88737,2352357,True,False,English
voicetv,162510660,514845,1874,314,3660,1328,4001475,True,False,Thai
FFearFFul,162232935,36165,116245,5305,727059,492841,2041776,True,False,Arabic
Cryaotic,162138405,85785,7169,1727,813371,24644,2326058,True,True,English
Dmitry_Lixxx,161818335,51600,26715,3006,347824,332931,8549523,True,False,Russian
Sweatcicle,161489220,137880,14550,1023,160000,120954,2372907,True,True,English
tebtv,161468685,69315,13639,2177,76050,59909,10310607,True,False,English
_연두부_ (lovelyyeon),161371665,140535,4282,1115,108382,74892,5389852,True,False,Korean
pankylol,161208750,51015,17394,3141,284563,166114,7887006,True,False,Turkish
Alkaizerx,161185890,103950,12430,1312,153870,21706,3152805,True,True,English
hastad,160672260,85545,10888,1812,868738,188163,4991368,True,False,Portuguese
미라지 (mirage720),160163880,94005,30706,1638,352412,122225,5107789,True,False,Korean
Tanxlive,159875505,161010,6899,971,244133,40087,7067999,True,True,Thai
Rogue,159761910,121005,7289,1186,169330,147217,2431075,True,False,English
easywithaces,159655155,107910,18686,1388,90359,35096,3279762,True,True,English
BeyondTheSummit_PT2,159647175,104955,126254,796,178612,137968,4834852,True,False,Portuguese
CarritosKami,159557775,104955,14634,1681,165439,67444,6694660,True,False,Spanish
dizzy,159505395,49125,19262,2997,795869,122263,4572893,True,True,English
EAMaddenNFL,159449055,19995,57179,5697,241924,72319,5152605,True,False,English
TobiasFate,159172080,127740,4681,1233,701822,49134,5210466,True,False,English
PUBG,159140235,32865,35922,4647,733628,78929,4783744,True,False,English
BananaSlamJamma,159071145,113595,5152,1263,170181,23267,2546439,True,True,English
Dyrus,158999070,138300,11338,1123,1474090,111,3724340,True,True,English
Mushway,158995065,56820,9611,2638,310100,233686,3178181,True,False,French
bazattak007,158951265,87330,11217,1630,391413,322355,4835861,True,False,Spanish
IFrostBolt,158035530,169260,6210,897,199618,106749,2723926,True,False,English
Kandyland,157882170,86745,9203,1748,405554,202294,11207571,True,True,English
감블러 (9ambler),157852620,89715,11279,1692,144116,77889,3731059,True,False,Korean
Sco,157847640,57690,15241,1790,375911,32463,10361325,True,False,English
ProfessorBroman,157325925,154635,12676,955,732192,22714,3579571,True,True,English
Paoloidolo,156901800,125115,7659,1205,183900,57927,4585217,True,False,Italian
1PVCS,156821940,53835,23081,2256,71596,31807,8056327,True,False,French
강퀴 (kangqui),156544635,112755,10809,1400,57130,18133,3877756,True,False,Korean
AkTep,156236730,94545,6300,1541,222796,51862,4273193,True,True,Russian
햇살살 (hatsalsal),156211005,119040,3915,1302,77861,25730,5576914,True,False,Korean
PardonMyTake,156004485,25140,141406,6728,143916,143806,3300371,True,False,English
Sweet_Anita,155731920,57600,21594,2690,972070,510063,7927278,True,True,English
Draineo,155593140,124095,7777,1169,102225,65702,175788,True,False,English
Cerbero_Podcast,155187570,57120,19298,2647,179420,132867,4071398,True,False,Italian
cellinrj,154982550,87945,7136,1711,245715,122045,3621969,True,True,Portuguese
SkyshockTV,154727730,94275,6213,1605,114154,32991,3059244,True,False,Spanish
Evangelion0,154595850,85635,8533,1777,120494,28322,3446723,True,False,Spanish
AnthonyZ,154524165,117735,7416,1216,199617,23303,2812219,True,False,English
mokrivskyi,154332060,27105,29983,5864,308815,304008,8255635,False,False,Russian
CaMaK,154277370,87375,9437,1759,151886,7578,3019137,True,True,French
Uthenera,154125945,77475,9460,2106,411346,99872,4832180,True,False,Turkish
Corobizar,153988380,83325,11200,1787,272635,84933,4345590,True,False,French
roflgator,153963765,110910,14329,1281,106365,46487,1449834,True,True,English
QuarterJade,153857655,61980,12144,2286,277256,167202,3921702,True,False,English
kutcherlol,153784695,138060,6802,1093,198818,36059,5070320,True,False,German
DieHahn,152767545,125025,8048,1229,231584,44782,3418935,True,True,German
chowh1,152754465,143415,8221,980,113551,84231,4175567,True,True,French
cacho01,152494320,54645,18552,2669,269080,250197,2516244,True,False,Spanish
natalan,152469705,60510,9561,2240,529357,462674,2737155,True,True,Spanish
DreamHackDota2_RU,152461155,6135,98717,22356,203419,30231,3637232,True,False,Russian
DuendePablo,152343585,133290,10121,1101,514073,118567,4216188,True,False,Spanish
小夜夜 (albislol),152033250,208485,3740,706,146276,10939,4554443,True,True,Chinese
UCCleague,152021685,131070,14003,1378,226974,46807,9915656,True,False,Russian
貝克 (slrabbit99),151739370,112845,5944,1329,106235,2495,4838617,True,True,Chinese
Stewie2K,151271895,24735,27416,5296,875087,289867,5771575,True,True,English
jorbs,151128345,117795,4084,1243,70609,20603,1410877,True,False,English
BlackFIreIce,150698280,139980,3044,1070,108895,6130,4424196,True,False,Polish
kurt0411,150579045,37710,26941,4083,142446,114789,2221662,True,False,English
Herdyn,150266550,123060,4254,1180,410224,91098,5639711,True,True,Czech
Frankkaster,150181140,30975,49127,4886,826222,356711,5878239,True,True,Spanish
SayNoToRage,150150330,137820,8014,1010,168463,17619,1552234,True,False,English
MiltonTPike1,149975130,81960,8838,1845,200012,25768,2185519,True,False,English
H0llyLP,149766195,130860,4958,1116,151000,11875,3846703,True,True,German
MarkitoNavaja,149407365,28410,26584,5070,665430,641813,3159593,True,False,Spanish
RobertoCein,149162865,114120,15249,1270,730326,422842,2907888,True,True,Spanish
KVYZEE,149052375,161580,8354,849,127963,74894,6715483,True,False,Russian
MarketTradersTV,148900110,499215,1357,297,30413,12081,981536,True,False,English
Flambass,148717500,130395,5507,1138,71953,26918,2319131,True,True,English
Aa9skillz,148596180,49035,11843,2885,502696,142789,2373012,True,False,English
Limmy,148371105,90600,6575,1641,207508,136263,2433739,True,True,English
SparkofPhoenixTV,148192215,92400,15792,1462,433078,195208,3537808,True,False,German
kyliebitkin,147948870,127485,6688,1142,85336,25720,2468122,True,True,English
CoconutB,147918285,122565,4596,1171,188378,62459,2691775,True,True,English
FanHOTS,147664290,134550,2104,1090,64587,27948,2451118,True,False,English
Pelegrino1993,147243720,129210,6236,1074,80566,64799,1772816,True,False,Portuguese
Killars,146865810,210810,4232,642,46971,15728,1747381,True,False,English
Weak3n,146770110,115470,2922,1260,188176,30028,4780580,True,False,English
Tourva,146412075,116070,5067,1185,287553,182413,7888629,True,True,English
wintergaming,146245920,195615,7019,719,260779,13900,3609065,True,False,English
Vicens,146199795,26115,30628,5739,730679,724245,4110592,True,False,Spanish
PainLivestream,145610160,89775,15002,1635,435872,81619,2283772,True,True,German
monkeys_forever,145475145,80460,6738,1563,79270,34329,2106144,True,False,English
Kaydop,145291695,64830,23304,2268,193058,117412,3185925,True,False,French
しゃるる (syaruru3),145193595,103995,3710,1309,33726,9684,3022192,True,False,Japanese
primeleague,144858945,30510,19013,4427,73409,71211,5606593,True,False,German
LRojo_,144763395,111435,11178,1192,100767,82320,3959878,True,False,Spanish
trihex,144608640,121515,21721,1157,431935,29678,5777172,True,True,English
Spaceboy,144599880,123015,10590,1107,135311,27050,2614773,True,True,English
Froggen,144496815,46710,10648,3024,770030,31800,3577064,True,False,English
BotanicX,144361350,71445,9135,1937,34119,11512,9335252,False,False,Russian
dinablin,144307800,60870,29316,2413,293748,239896,11129949,True,False,Russian
RiceGum,144167385,12300,29173,11696,903261,388376,2273737,True,False,English
ipav999,144114480,191400,2536,737,163956,82668,2920832,True,False,English
Lutti,143841150,89220,37121,1153,226344,163441,3727211,True,False,French
kragiee,143449350,121890,6298,1137,234312,65977,3136101,True,False,English
Puppers,143414790,98595,6798,1458,171425,64591,1753517,True,False,English
Crayator,143191365,75165,4911,1796,599828,177501,3865293,True,False,English
MANvsGAME,142696875,65775,5831,2103,510330,2336,2713787,True,True,English
TheRealMarzaa,142547775,93015,12525,1505,495558,258153,2909149,True,False,Italian
foggedftw2,142444290,111675,8622,1220,242205,109500,3438208,True,True,English
Linkus7,142322655,121755,7248,1121,96728,41862,1866513,True,False,English
Arcadum,142213980,134700,13801,992,120586,78642,2169921,True,False,English
ImMarksman,142168560,77430,11141,1889,633443,152094,1311402,True,False,English
LightFuryLF,142094850,111315,15139,1169,51589,32663,4989684,True,False,Thai
BarcaGamer,141736230,119565,57917,1234,636568,548578,3012949,True,False,Spanish
EFEUYGAC,141455130,38910,14481,3700,358498,297215,5234400,True,True,Turkish
Xnapycz,141426165,87885,4388,1572,94551,44450,4521040,True,True,Czech
SilentSentry,141219225,125760,5572,1085,301633,13533,1896110,True,False,English
球球 (lilballzlolz),141185625,78015,6328,1724,118276,9831,4212219,True,False,Chinese
DaigoTheBeasTV,141183435,57525,27261,2225,173271,42313,4166521,True,False,Japanese
UncleBjorn,141021495,134805,4265,975,111003,26514,7886426,True,False,Russian
AnniTheDuck,140975745,53220,7894,2533,460463,263210,7336341,True,True,German
StRoGo,140812395,29385,45087,4621,272944,258332,5978117,True,False,Russian
재슥짱 (pikra10),140512860,124170,4659,1068,77376,42516,2973636,True,False,Korean
貝莉莓 (beryl_lulu),140500785,81990,15901,1739,156726,49522,9765341,True,False,Chinese
purple_hs,140426535,111810,5460,1149,88792,18850,1512076,True,False,English
Harmii,140304750,116130,7200,1159,333858,168452,3556031,True,False,German
Zerkaa,140243025,51000,11192,2571,529504,373720,2530852,True,False,English
iklooode25,140170155,21360,42463,7265,418710,354335,1443848,True,False,Arabic
聶寶 (nielnieh345),140168070,186015,5455,728,93991,18742,4755073,True,False,Chinese
akagreenn,140084580,51600,21136,2902,117916,114861,3514645,True,True,Turkish
Spraggy,139893270,81585,30415,1674,99807,35453,3037728,True,False,English
TpaBoMaH,139724325,92445,6813,1531,151266,85717,7804776,True,False,Russian
Day9tv,139556325,64500,5597,2140,496790,13344,2495558,True,False,English
Sologesang,139273200,123390,5120,1072,58531,26062,4569358,True,False,German
karavay46,139258050,33045,48331,4037,354734,301941,8457221,True,False,Russian
RaulZitoYT,139249440,131460,6545,839,78971,76729,2725303,True,False,Portuguese
JonBams,139067415,88830,5577,1522,309837,75728,1940922,True,True,English
Japan_ASMR,138935670,509670,496,271,67707,32649,1272641,True,False,Japanese
OuterHeaven,137995935,94575,6955,1101,137954,7924,1037346,True,True,English
Yamikazexz,137528370,74490,12411,1643,201657,161100,5719244,True,False,English
aircool,137305080,128055,12620,964,153703,120570,1628826,True,False,English
Lapi,137258130,171570,8684,789,130323,16992,6792456,True,False,French
robn_live,137249820,133545,73664,656,66223,63975,1502917,True,False,English
과로사1 (aram4519),136944300,81570,14167,1592,301329,179604,5711063,True,False,Korean
Ezekiel_III,136597425,109890,18804,1190,190452,8969,4018240,True,True,English
RebeuDeter,135843000,18510,24675,7141,215360,194128,2560454,True,False,French
nookyyy,135590925,149220,7393,683,206681,78987,2481667,True,False,German
BrookeAB,135540690,48705,24357,2777,737161,247335,6936235,True,False,English
innocents,135250410,83790,13654,1557,534759,279080,3488587,True,True,English
RealKraftyy,135181170,108585,19953,1235,710277,21198,4102026,True,False,English
rhobalas_lol,135169095,174210,5224,779,100599,69851,3011205,True,False,French
veloxey,135057600,88620,8596,1273,252913,180142,1874494,True,False,Italian
ArQuel,134912310,116415,9110,1122,285920,45153,4895500,True,False,Polish
ElOjoNinja,134761230,82020,9339,1484,273504,133594,5226901,True,False,Spanish
Bamboe,134431230,118920,5956,1075,86644,25348,2322578,True,False,English
Sonecarox,133976280,239655,2445,569,87530,21318,3105118,True,True,Portuguese
MuTeX,133816530,150015,9448,824,200619,114872,1615269,True,True,English
RayNarvaezJr,133649520,82605,6611,1589,528396,29068,2180691,True,True,English
Tanovich,133079115,89865,10352,1434,296560,219383,3677360,True,True,Spanish
Zalae,133078635,95010,5934,1351,170668,23494,1776974,True,False,English
KheZu,132976365,124635,5322,991,122158,28840,2671995,True,False,English
mandiocaa1,132533775,29685,9540,4355,312944,29691,2567198,True,True,Portuguese
스피드소닉 (dragon3652),132487740,243375,2379,529,35503,11620,4618003,True,False,Korean
RiotGamesOCE,132387150,40890,50458,3076,149775,65748,8437414,True,False,English
Videoyun,132320235,123345,8057,1030,375697,85165,8078109,True,False,Turkish
AlcastHQ,132082785,28905,12999,4680,81928,24582,41833833,True,False,English
julien,132054690,80895,15150,1685,511861,177756,4880209,True,False,English
iGeStarK,131957700,79455,12893,1282,244437,231731,2948954,True,False,Spanish
Ziqoftw,131821710,94515,10569,1293,198304,33547,4933908,True,False,English
CyrusTWO,131621775,128085,2727,1027,96691,25277,5787660,True,True,Swedish
칸데르니아 (jmjdoc),131408250,170865,2395,756,30877,9502,4337476,True,False,Korean
CouRageJD,131341275,14010,72100,8717,2115596,120434,2874860,False,False,English
YoMax,131072925,58380,16952,2051,273980,129000,1715466,True,False,French
JeffHoogland,130973670,113655,3375,1070,68914,7290,1965274,True,False,English
Call of Duty (callofduty),130938960,3645,170131,19897,968465,50321,5423366,True,True,English
GoBGG,130398315,92730,4198,1400,229586,37272,5971819,True,False,French
Wackyjacky101,130390590,130335,5981,1012,209700,72794,9213152,True,False,English
TaKeTV,130220190,108555,31809,829,227062,13033,2855045,True,False,German
iceiceice,130179570,37545,8409,3107,183960,57797,2582911,True,False,English
StarCraft,130159470,14850,56109,6636,342409,22130,4110003,True,False,English
MadDecentLive,129993915,42510,36968,3069,95371,95352,44291541,False,False,English
WillerZ,129956310,133770,24663,872,79392,68899,2344895,True,True,English
SoyPan,129903855,132840,13884,954,343191,162018,2167760,True,False,Spanish
murilo_RT,129898080,383955,8185,315,70814,55939,3070308,True,True,Portuguese
Multiplayerit,129567630,111795,15237,1053,58786,17650,30889814,True,False,Italian
Markstrom,129129615,106620,71423,915,93045,35277,1829062,True,False,English
Krayn_Live,129103425,137040,4183,918,125775,20572,4621526,True,True,French
西門夜說 (westdoor),128928105,109065,5363,1165,272662,16908,5018006,True,True,Chinese
Sintica,128908575,94845,8467,1207,160387,110955,7008648,True,False,German
FantaBobShow,128845890,65565,8248,1936,348598,86339,3598696,True,True,French
ops1x,128783415,68235,23490,1457,268942,254190,3050489,True,False,English
wingz,128746905,92715,3940,1347,85695,32924,3057045,True,False,Spanish
ZLOYn,128586435,49230,14155,2603,294277,284221,6731111,True,False,Russian
HunterGodBr,128369655,89520,51612,1737,258876,254260,14078099,True,False,Portuguese
leplol1,128314530,125385,9307,1444,157981,116243,3163399,False,False,Portuguese
sacy,128171445,96630,10692,1304,206184,117190,3590048,True,False,Portuguese
헤징 (hejin0_0),127710465,125865,3032,1017,123451,72192,5800110,True,False,Korean
Naru,127650015,39825,13744,3045,344859,123779,5321664,True,False,Turkish
Warcraft,127646610,10005,51972,13741,593564,31688,6635421,True,False,English
FlexZ,127550640,114750,14278,897,155382,133959,3254805,True,False,Spanish
DizzyKitten,127398990,80100,10080,1584,613135,54653,8960383,True,False,English
지수소녀 (wltn4765),127291245,134070,9379,980,99600,68129,6213041,True,False,Korean
Staryuuki,127219620,77040,5530,1467,586475,530306,5418113,True,False,Spanish
CeMka,127117680,110550,18473,979,86502,22116,4241970,True,False,Russian
Halifax,126885855,160500,12478,793,228316,52433,2955093,True,False,English
Bidule,126808620,61395,10100,2052,82570,64920,2486535,False,True,French
Gabi,126779310,63480,17866,2174,271202,178648,3821231,True,False,Portuguese
Hype,126704460,81510,10030,1674,145476,101271,6185689,True,True,Turkish
Gigz,126436725,98685,15061,1136,254401,44075,1958787,True,False,English
매직박 (yagubu),126240810,66165,25478,1666,59697,53490,3379601,True,False,Korean
richwcampbell,126132675,69870,34756,1878,108410,57422,3790423,True,False,English
ESL_CSGO_FR,126026325,53295,22857,2570,193614,26073,4124889,True,False,French
양아지 (dkwl025),125872350,103365,6861,1237,220819,114560,4933531,True,False,Korean
Cizzorz,125812350,56970,11782,1891,1866339,222573,3095942,True,False,English
RyuQuezacotl,125680845,125820,4022,976,79063,9884,1867494,True,True,English
Sigma,125477415,94695,81683,798,61206,54151,1334161,True,True,English
Robbaz,125249820,86415,4938,1427,229652,23827,5009610,True,False,English
mailand,124936395,86865,6867,1400,86561,31605,3923343,True,True,German
Buozzi,124926540,142785,4036,872,75290,39547,5126434,True,True,Portuguese
HeyarTV,124878165,155700,2343,786,124479,17695,2506556,True,True,French
LenaGol0vach,124876665,30210,9115,4159,274237,40915,2969471,False,False,Russian
Sinner666,124812240,24765,27996,4530,7102,7101,21322548,False,False,Russian
TommyKayLIVE,124680810,108105,3536,1124,127770,58673,2561302,True,True,English
TMemoryy,124620795,130440,3244,924,171107,64750,1027960,True,False,English
Patriota,124595820,64305,29435,1951,646758,344213,3707623,True,False,Portuguese
러너교 (runner0608),124525605,52785,17926,2434,164902,58988,4276695,False,False,Korean
zorlaKOKA,124241010,100050,4977,1247,361102,83418,7654224,True,False,Portuguese
Hitch,124224555,132870,3976,875,96343,30813,1942552,True,True,English
calango,124180125,70155,8380,1736,767187,293608,3292645,True,False,Portuguese
Adin2Huncho,124133550,64920,14502,1470,199880,162642,956614,True,False,English
SlotRoom247,124078200,373800,20609,326,69183,69113,1338301,False,True,German
ALLinPav,124058985,137760,6221,850,71579,21360,3156265,True,True,English
Surefour,124056555,53145,7911,2289,331662,46991,2066041,True,True,English
NumotTheNummy,123899265,105930,3359,1118,103069,8045,1530401,True,False,English
aminematue,123826230,30480,16577,4016,124232,123363,2316908,True,False,French
CallMeCarsonLIVE,123486240,14340,61531,8208,1151712,732108,3533199,True,True,English
ZiggyDLive,123398085,99075,18437,1227,173807,15899,4249580,True,False,English
KEEMSTAR,123365895,3465,74195,35333,146035,46367,7139253,False,False,English
크캣66 (crazzyccat),123279435,192780,2543,644,35930,24849,1889696,True,False,Korean
RelaxBeats,123273930,521430,2830,235,166162,29595,1094850,True,False,English
LAGTVMaximusBlack,123125340,161535,7138,725,256353,13251,2310313,True,True,English
Destructoid,122628630,103020,14566,1190,48007,8995,87603521,True,False,English
LITkillah,122524635,13560,21359,9104,601927,562691,2162107,True,False,Spanish
빅헤드 (bighead033),122523705,153000,3940,793,213212,52289,4399897,True,False,Korean
마스카 (newmasca),122452320,217410,6431,567,109068,-4942,3417970,True,False,Korean
AndyMilonakis,122311065,104745,10543,1153,547446,109111,3926918,True,False,English
Remx,122192850,99180,13788,1205,178553,59432,2049420,True,False,French
